Word,Length,Freq_HAL,Log_Freq_HAL,POS,I_Mean_RT,I_NMG_Mean_RT
unanimously,11,625,6.44,RB,823.86,829.63
unannounced,11,315,5.75,JJ,771.79,698.19
unanswerable,12,154,5.04,JJ,965.9,736
unanswered,10,1319,7.18,JJ,863.59,685.19
unappeasable,12,3,1.1,JJ,1172.22,1008.17
unappeasably,12,0,0,RB,1082.3,909.53
unappreciated,13,107,4.67,JJ,863.1,687.42
unapproachable,14,29,3.37,JJ,795.3,734.85
unarm,5,6,1.79,VB,814.48,705.42
unarmed,7,1365,7.22,JJ,825.79,652.56
unashamedly,11,106,4.66,RB,1183.07,796.21
unasked,7,87,4.47,JJ,920.31,720.54
unassisted,10,212,5.36,JJ,817.83,790.15
unbeaten,8,238,5.47,JJ,734.47,592.41
uncounted,9,95,4.55,JJ,811.17,709.04
uncouple,8,32,3.47,VB,867.48,718
unassuming,10,135,4.91,JJ,942.59,776.24
unasterisked,12,1,0,JJ|VB,1048.5,1145.75
unattached,10,517,6.25,JJ,814.83,692.74
unattainable,12,201,5.3,JJ,781.34,741.11
unattended,10,914,6.82,JJ,743.88,708.52
unattractive,12,595,6.39,JJ,857.88,752.88
unauthentic,11,8,2.08,JJ,893.44,850.41
unauthorized,12,2869,7.96,JJ,773.36,707.89
unavailable,11,3738,8.23,JJ,704.39,715.43
unavailing,10,16,2.77,JJ|VB|NN,1111.73,865.91
unavoidable,11,950,6.86,JJ,907.3,657.81
unavoidably,11,139,4.93,RB,929.06,716.16
unaware,7,3882,8.26,JJ|NN,715.78,592.39
unawareness,11,43,3.76,NN,794.48,703.5
unawares,8,97,4.57,RB,890.81,706.39
unbalance,9,163,5.09,VB,870.9,708.69
unbalanced,10,1398,7.24,JJ|VB,729.1,598.04
unbearable,10,989,6.9,JJ,834.63,649.21
unbearably,10,181,5.2,RB,741.55,684.21
unbeatable,10,631,6.45,JJ,859.27,669.3
unbecoming,10,185,5.22,JJ,1036.04,826.13
unbeknownst,11,239,5.48,JJ,1166.62,875.27
unbelievable,12,3169,8.06,JJ,787.79,642.74
unbelievably,12,1499,7.31,RB,792.39,699.58
unbeliever,10,187,5.23,NN,693.69,632.64
unbelieving,11,127,4.84,JJ,750,640.79
unbend,6,25,3.22,VB,737,633.22
unbent,6,24,3.18,JJ,844.44,676
unbiased,8,1847,7.52,JJ,823.83,708.54
unbidden,8,59,4.08,JJ,915.53,637.57
unbind,6,80,4.38,VB,834.11,632.04
unblemished,11,115,4.74,JJ,868.43,696
unblinkingly,12,5,1.61,RB,911.21,743.24
unblushing,10,0,0,JJ,813.97,727.3
unborn,6,1415,7.25,JJ,705.82,613.64
unbound,7,346,5.85,JJ,654.36,638.54
unbounded,9,266,5.58,JJ,855.84,652.63
unbridled,9,330,5.8,JJ,774.46,754.38
unbroken,8,462,6.14,JJ,596.84,601.57
unbuckle,8,39,3.66,VB,808.78,635.44
unbreakable,11,531,6.27,JJ,702.81,631.62
unburden,8,26,3.26,VB,831.62,701.79
unburdened,10,28,3.33,VB|JJ,823.31,776.73
unburned,8,68,4.22,JJ,833.88,644.35
unbutton,8,174,5.16,VB,770.76,645.43
uncanny,7,4057,8.31,JJ,729.68,696.56
uncap,5,9,2.2,VB,804.61,629.18
uncaused,8,39,3.66,JJ,825.17,740.74
unceasing,9,59,4.08,JJ,807.89,631.74
unceasingly,11,34,3.53,RB,1077.9,767.05
unceremonious,13,8,2.08,JJ,1074.26,952.56
uncertain,9,2864,7.96,JJ,667.44,681.46
uncertainties,13,484,6.18,NN,1019.39,802.33
uncertainty,11,2907,7.97,NN,810.85,700.85
uncertified,11,62,4.13,JJ,824.94,655.56
unchallenged,12,924,6.83,JJ,778.52,678
unchangeable,12,148,5,JJ,803.84,736.85
unchanged,9,2010,7.61,JJ,638,669.04
uncombable,10,0,0,JJ,797,992.67
uncorked,8,34,3.53,VB|JJ,714.19,674.27
unchanging,10,282,5.64,JJ,768.38,625.63
uncharged,9,56,4.03,JJ,685.44,643.14
uncharitable,12,55,4.01,JJ,962.67,777.41
uncharted,9,267,5.59,JJ,783.09,699.36
unchecked,9,705,6.56,JJ,819.97,628.93
unchristian,11,69,4.23,JJ,1072.32,869.22
uncircumcision,14,36,3.58,NN,1289.06,924.55
uncivil,7,116,4.75,JJ,879.4,723.85
unclad,6,25,3.22,JJ,714.86,712.61
unclaimed,9,204,5.32,JJ,711.38,602.04
unclasping,10,6,1.79,VB|NN,862.81,805.07
uncle,5,10780,9.29,NN,621.14,578.11
unclean,7,601,6.4,JJ,661.79,538
unclear,7,3993,8.29,JJ,696.06,616.89
unclenched,10,11,2.4,VB|JJ,969.21,691.71
uncles,6,459,6.13,NN,804.4,665.5
uncle's,7,298,5.7,NULL,609.12,572.43
unclouded,9,28,3.33,JJ,914.89,639.19
uncluttered,11,73,4.29,JJ,852.71,719.96
uncoiling,9,10,2.3,VB|NN,884.81,720.14
uncolored,9,40,3.69,JJ|VB,787.61,642.7
uncomfortable,13,5558,8.62,JJ,787.84,737.15
uncomfortably,13,380,5.94,RB,905.29,722.62
uncomforted,11,1,0,JJ,982.72,702
uncommitted,11,186,5.23,JJ,736.13,695.78
uncommon,8,19316,9.87,JJ,759.35,644.6
uncommonly,10,108,4.68,RB,762.26,676.07
uncommunicative,15,39,3.66,JJ,984.19,844.6
uncomplainingly,15,0,0,RB,1063.7,903
uncompromising,14,241,5.48,JJ,909.23,836.92
unconcern,9,13,2.56,NN,913.1,713.6
unconcerned,11,307,5.73,JJ,817.82,817.04
unconcernedly,13,7,1.95,RB,1150.24,977
unconditional,13,1206,7.1,JJ,751.55,684.3
unconditioned,13,51,3.93,JJ,803.09,696.15
unconnected,11,305,5.72,JJ,775.69,743.04
unconquerable,13,54,3.99,JJ,929.85,803.32
unconscious,11,2702,7.9,JJ|NN,789.84,693.93
unconsciously,13,629,6.44,RB,949.6,724.48
uncork,6,33,3.5,VB,829.58,657.14
unconscionable,14,202,5.31,JJ,1073.85,1087.13
uncontrollable,14,687,6.53,JJ,875.61,725.46
unconstitutional,16,3593,8.19,JJ,803.06,795.48
uncontrolled,12,1069,6.97,JJ,831.22,662.22
unconventional,14,905,6.81,JJ,981.74,714.26
unconvincing,12,290,5.67,JJ,922.35,736.26
uncooperative,13,240,5.48,JJ,1064.09,821.12
uncourageous,12,0,0,JJ,954.19,778.48
uncousinly,10,0,0,RB,893.33,954.72
uncouth,7,161,5.08,JJ,902.67,743.48
uncover,7,941,6.85,VB,739.63,648.07
uncovered,9,1942,7.57,VB,640.54,622.07
uncritical,10,160,5.08,JJ,921.64,810.81
uncritically,12,165,5.11,RB,1026.52,827.43
uncross,7,31,3.43,VB|JJ,790.97,653.36
uncrushable,11,0,0,JJ,1024.14,714.35
unction,7,31,3.43,NN,1037,905.43
uncurled,8,34,3.53,VB|JJ,792.83,674.73
uncut,5,1267,7.14,JJ|NN,712.39,676.78
undamaged,9,345,5.84,JJ,822,688.07
undated,7,61,4.11,JJ,689.96,620.07
undaunted,9,151,5.02,JJ,853.83,694.19
undecided,9,1136,7.04,JJ,670.26,666.7
undeclared,10,173,5.15,JJ,787.72,796.7
undecorated,11,32,3.47,VB,937.93,763.8
undedicated,11,2,0.69,JJ,932.78,815.59
undefended,10,129,4.86,JJ|NN,951.77,839.41
undefined,9,3621,8.19,JJ,805.58,656.69
undemocratic,12,293,5.68,JJ,998.07,810.28
undemonstrative,15,3,1.1,JJ,1179.78,1069.47
undeniable,10,875,6.77,JJ,838.03,734.78
undeniably,10,389,5.96,RB,776.21,858.64
undependable,12,35,3.56,JJ,850.23,733.3
translucence,12,16,2.77,NN,889.64,889.56
translucency,12,42,3.74,NN,1124.54,774.08
translucent,11,508,6.23,JJ,772.79,707
transmigrate,12,5,1.61,VB,1221.91,944.78
transmigration,14,62,4.13,NN,1152.65,945.35
transmit,8,4922,8.5,VB|NN,664,737.07
transmits,9,2046,7.62,VB,818.03,656.64
transmissible,13,77,4.34,JJ,945.37,906.3
transmission,12,14006,9.55,NN,838.25,665.16
transmittable,13,41,3.71,JJ,878.23,741.65
transmitted,11,5717,8.65,VB,668.94,650.61
transmitter,11,2925,7.98,NN,649.59,723
transmitting,12,2448,7.8,VB|NN,709.88,664.21
transmutation,13,1260,7.14,NN,1123.54,918.39
transmute,9,1866,7.53,VB,1027.38,780.28
transmuted,10,67,4.2,VB,836.88,856.63
transoceanic,12,46,3.83,JJ,1386.25,987
transom,7,126,4.84,NN,853,781.2
transoms,8,18,2.89,NN,839,839.47
transparency,12,1445,7.28,NN,906.06,711
transparent,11,5589,8.63,JJ,682.81,681.56
transpiration,13,40,3.69,NN,879.71,805.39
transpire,9,198,5.29,VB,839.58,666.54
transpired,10,415,6.03,VB,905.5,747.5
transpiring,11,40,3.69,VB|NN|JJ,805.87,768.59
transplant,10,2388,7.78,NN,665.84,639.5
transplantable,14,5,1.61,JJ,1082.07,995.44
transplantation,15,750,6.62,NN,975.07,789.96
transplanted,12,604,6.4,VB,767.12,734.07
transplanting,13,154,5.04,VB|NN,799.06,757.81
transport,9,12959,9.47,NN,673.61,659.33
transportation,14,9780,9.19,NN,820.29,684.29
transported,11,1640,7.4,VB,854.59,729.3
transporter,11,2015,7.61,NN,702.48,633.07
transporting,12,849,6.74,VB,762.31,666.15
transports,10,1372,7.22,NN,651.3,719.35
transpose,9,313,5.75,VB,849.86,789.79
transposed,10,175,5.16,VB,999.04,725.28
transposition,13,222,5.4,NN,814.52,793.68
transsexual,11,417,6.03,NN|JJ,954.15,747.64
transshipment,13,30,3.4,NN,1668,1165.74
transverse,10,401,5.99,JJ,927.27,751.26
transversely,12,29,3.37,RB,903.21,869.28
transvestite,12,325,5.78,NN,984.95,915.83
transvestitism,14,11,2.4,NULL,1202.3,844.6
Transylvania,12,370,5.91,NN,861.19,878.27
trap,4,9424,9.15,NN|VB,593.72,577.12
trapdoor,8,497,6.21,NN,825.54,687.07
trapdoors,9,27,3.3,NN,915.33,698.86
trapeze,7,152,5.02,NN,833.23,659.84
trapezoid,9,57,4.04,NN|JJ,770,728.71
trapped,7,4243,8.35,VB|JJ,567.26,653.82
trapper,7,421,6.04,NN,682.58,709.07
trapper's,9,18,2.89,encl,771.2,652.89
trapping,8,813,6.7,VB|NN,700.61,608.62
trappings,9,388,5.96,NN,834.66,680.44
traps,5,2466,7.81,NN|VB,675.97,589.5
trash,5,9768,9.19,NN|VB,594.21,583.29
trashcan,8,494,6.2,NN,846.04,810.48
trashy,6,498,6.21,JJ,722.5,665.72
trauma,6,2770,7.93,NN,763.91,648.35
traumatic,9,1298,7.17,JJ,755.97,724.33
travail,7,357,5.88,NN,863.38,933.68
travel,6,45977,10.74,NN|VB,586.45,649.18
traveled,8,2243,7.72,VB,659.1,603.12
traveler,8,2049,7.63,NN,627.65,618.54
travelers,9,1998,7.6,NN,621.94,648.32
traveling,9,5957,8.69,VB,646.03,631.96
travelled,9,1914,7.56,JJ|VB,693.76,649.44
traveller,9,1765,7.48,NN,800.88,612.96
travellers,10,1323,7.19,NN,767.03,664.89
travelling,10,5379,8.59,VB,690.88,667.33
travelogue,10,152,5.02,NN,975,756.52
travelogues,11,95,4.55,NN,1091.93,867.74
travels,7,4605,8.43,VB|NN,633.22,611.44
traverse,8,968,6.88,VB,744.44,762.52
traversed,9,231,5.44,VB,867.91,763.6
traversing,10,295,5.69,VB|NN|JJ,997.19,835.17
travesty,8,555,6.32,NN,850.75,756.33
trawl,5,63,4.14,NN|VB,949.13,695.41
trawler,7,130,4.87,NN,874.11,658.73
tray,4,3382,8.13,NN,687,651.93
trays,5,954,6.86,NN,621,624.79
treacheries,11,6,1.79,NN,853.89,785.04
treacherous,11,386,5.96,JJ,761.26,747.23
treachery,9,548,6.31,NN,740.64,706.5
tread,5,3379,8.13,NN|VB,731.66,682.92
treading,8,332,5.81,VB,772.9,802.52
treadle,7,67,4.2,NN,779.13,938.5
treadmill,9,374,5.92,NN,710.42,657.82
treason,7,1613,7.39,NN,743.67,741.04
treasonable,11,11,2.4,JJ,864.63,866.76
treasonous,10,207,5.33,JJ,1020.69,1104.06
treasure,8,4470,8.41,NN,688.71,643.89
treasured,9,287,5.66,VB,699.84,650.32
treasurer,9,1255,7.13,NN,762.21,658.81
treasures,9,1803,7.5,NN,642.19,645.25
treasuries,10,238,5.47,NN,850.91,784.15
treasury,8,4536,8.42,NN,703.87,702.96
treasury's,10,58,4.06,encl,756.77,642.85
treat,5,15558,9.65,VB|NN,698.63,665.19
treatable,9,214,5.37,JJ,760.33,782.5
treated,7,16187,9.69,VB,631.06,662.61
treaties,8,1861,7.53,NN,696.59,791
treating,8,4506,8.41,VB,642.97,683.63
treatise,8,789,6.67,NN,934.86,831.64
treatment,9,25792,10.16,NN,758.97,627.5
treatments,10,4088,8.32,NN,718.56,665.69
treats,6,2835,7.95,VB|NN,591.53,661.7
treaty,6,7163,8.88,NN,641.63,646.41
treble,6,881,6.78,JJ|VB,878.56,677.82
tree,4,27218,10.21,NN,586.7,631.12
treelike,8,11,2.4,VB|NN|JJ,892.84,702.15
trees,5,14693,9.6,NN,606.59,639.08
treetops,8,96,4.56,NN,743.03,699.14
trefoil,7,31,3.43,NN,843.89,904.27
trek,4,30117,10.31,NN|VB,849,715.64
trekked,7,34,3.53,VB,854.18,718.43
trellis,7,252,5.53,NN,880.47,814.26
trellises,9,26,3.26,NN,1050.67,1019.46
tremble,7,544,6.3,NN|VB,651.69,598.96
trembled,8,446,6.1,VB,749.91,658
trembles,8,100,4.61,VB,698.38,697
trembling,9,1320,7.19,VB,620.73,638.36
tremendous,10,7325,8.9,JJ,720.97,680.57
tremendously,12,1766,7.48,RB,794.76,818.29
tremor,6,628,6.44,NN,682.83,660.31
tremulously,11,5,1.61,RB,861.29,1056.25
trench,6,1927,7.56,NN,594.62,600.3
trenchant,9,36,3.58,JJ,880.38,856.11
trenches,8,556,6.32,NN,745.52,663.36
trend,5,8688,9.07,NN,661.46,653.08
trends,6,4903,8.5,NN,555.42,607.35
trendsetter,11,35,3.56,NN,911.04,858.42
trendy,6,943,6.85,JJ,611.82,677.25
Trenton,7,703,6.56,NN,886.76,680.57
trepidation,11,254,5.54,NN,932.82,959.38
trespass,8,365,5.9,NN,811.53,614.78
trespassed,10,46,3.83,VB,900.43,717.19
trespasser,10,56,4.03,NN,951.12,727.04
trespasses,10,89,4.49,NN|VB,842.06,714.28
tress,5,168,5.12,NN,781,716.21
trestle,7,218,5.38,NN,753.2,684.52
trestles,8,30,3.4,NN,769,791.29
triad,5,1435,7.27,NN,812.08,771.26
trial,5,19700,9.89,NN,601.7,578.19
trials,6,6525,8.78,NN,622.39,647.15
triangle,8,5436,8.6,NN,677.58,635.59
triangles,9,1097,7,NN,642.55,653.59
triangular,10,844,6.74,JJ,748.35,665.04
tribal,6,2650,7.88,JJ,672.9,625.61
tribe,5,4484,8.41,NN,622.45,606.3
tribes,6,3067,8.03,NN,638.97,655.74
tribalism,9,127,4.84,NN,967.08,802.13
tribe's,7,99,4.6,NULL,710.06,684.11
tribesman,9,68,4.22,NN,836.78,736.77
tribesmen,9,135,4.91,NN,761.45,758.19
tribulation,11,218,5.38,NN,900.61,857.96
tribunal,8,2386,7.78,NN|JJ,786.63,808.3
tribunals,9,150,5.01,NN,932.14,798.83
tribune,7,2138,7.67,NN,738.26,714.21
tribune's,9,45,3.81,NULL,845.12,749.08
tributary,9,169,5.13,NN,855.19,760.16
tribute,7,3239,8.08,NN,701.38,697.04
tributes,8,236,5.46,NN,719.52,805.5
triceps,7,174,5.16,NN,763.81,720
trichinosis,11,20,3,NN,1229.14,1013
trichrome,9,0,0,NULL,886.4,900.07
trick,5,15658,9.66,NN|VB,619.06,584.37
tricked,7,663,6.5,VB|JJ,637.3,648.65
trickery,8,453,6.12,NN,681.79,668.21
trickle,7,1586,7.37,NN|VB,721,617.6
trickling,9,217,5.38,VB,743.22,641.58
tricks,6,8331,9.03,NN|VB,658.47,600.81
trickster,9,169,5.13,NN,760.13,702.22
tricky,6,4514,8.41,JJ,615.12,605.96
tricolor,8,180,5.19,NN,817.42,705.16
tricycle,8,157,5.06,NN,752.38,797.72
trident,7,3902,8.27,NN,899.47,684.63
tried,5,119845,11.69,VB,678.36,645.74
tries,5,14950,9.61,VB|NN,649.22,612.79
trifle,6,337,5.82,NN|VB,701.93,761.5
trifling,8,139,4.93,JJ|VB,965.07,705
trig,4,325,5.78,NN,887.36,639.37
trigger,7,7624,8.94,NN|VB,627.64,624.52
triggered,9,2509,7.83,VB,764.16,669.26
trigonometry,12,140,4.94,NN,933.64,843.96
trike,5,91,4.51,NN,1025,781.85
trilateral,10,394,5.98,JJ,1074.83,976.04
trilingual,10,52,3.95,JJ,1083.79,832.2
trill,5,269,5.59,NN|VB,773.83,686.09
trilled,7,21,3.04,VB,621.9,860.04
trillion,8,2704,7.9,minor|NN,896.68,731.37
trillionth,10,6,1.79,NN,1026.45,845.32
trilobite,9,116,4.75,NN,1241.25,998.33
trilogy,7,3639,8.2,NN,713.4,686.67
trim,4,4155,8.33,VB|NN|JJ,681.58,678.22
trimester,9,701,6.55,NN,985.11,751.89
trimmed,7,2299,7.74,VB,703.74,671.11
trimmer,7,245,5.5,JJ|NN,675.71,692.31
trimming,8,991,6.9,VB|NN,758.34,677.11
trimmings,9,215,5.37,NN,692.58,708.96
trims,5,197,5.28,NN|VB,742.79,661.38
Trinidad,8,936,6.84,NN,798.5,786.19
trinity,7,3825,8.25,NN,770.55,655.81
trinket,7,59,4.08,NN,788.34,656.52
trinkets,8,206,5.33,NN,804.46,654
trio,4,2865,7.96,NN,704.65,691.77
trip,4,28399,10.25,NN|VB,545.91,603.79
tripartite,10,108,4.68,JJ,784.67,1029.89
tripe,5,797,6.68,NN,697,676.46
triple,6,6475,8.78,JJ|VB,781.74,566.59
tripled,7,643,6.47,VB,714.23,690.33
triplet,7,252,5.53,NN,638.09,649.96
triplets,8,370,5.91,NN,714.03,664.82
triplicate,10,142,4.96,NN|JJ,1319.93,866.86
triplication,12,1,0,NN,1040.81,892.42
tripod,6,1040,6.95,NN,716.77,722.38
tripods,7,232,5.45,NN,770.04,737
Tripoli,7,463,6.14,NN,889.8,927.24
tripped,7,713,6.57,VB,765.15,694.96
tripping,8,1303,7.17,VB,709.06,657.52
trips,5,6858,8.83,NN|VB,719.87,603.31
tripwire,8,90,4.5,NN|VB,1102.32,838.26
trisect,7,11,2.4,VB,969,827.6
Trish,5,883,6.78,NN,912.91,664.33
trite,5,555,6.32,JJ,745.84,709.04
triumph,7,3469,8.15,NN|VB,668.32,643.46
triumphal,9,47,3.85,JJ|NN,802.58,810.25
triumphant,10,425,6.05,JJ,870.67,697.07
triumphantly,12,202,5.31,RB,837.13,788.35
triumphs,8,350,5.86,NN|VB,770.52,671.74
triumvirate,11,80,4.38,NN,905,956.42
trivia,6,3946,8.28,NN,642.73,631.39
trivial,7,6600,8.79,JJ|NN,659.41,679.48
trivialize,10,208,5.34,VB,966.36,786.22
Trojan,6,1186,7.08,NN|JJ,717.58,631.68
triviality,10,77,4.34,NN,933.69,885.79
troll,5,11416,9.34,NN|VB,681.2,601.7
trolley,7,378,5.93,NN,698.97,666.27
trollop,7,24,3.18,NN,900.73,781.68
trolls,6,1718,7.45,NN|VB,790.93,676.41
trombone,8,709,6.56,NN,808.9,770.17
trombonist,10,484,6.18,NN,1253.91,867.68
troop,5,2299,7.74,NN|VB,577.5,611.62
trooper,7,1773,7.48,NN,604.55,617.93
troopers,8,1309,7.18,NN,737.09,679.88
troops,6,11801,9.38,NN|VB,683.41,618.27
troopship,9,7,1.95,NN,1102.83,690.13
troopships,10,11,2.4,NN,1091.89,867.61
trophies,8,594,6.39,NN,683.55,662.07
trophy,6,2193,7.69,NN,663.88,630.85
tropic,6,176,5.17,JJ|NN,721.53,667.57
tropical,8,7921,8.98,JJ|NN,613.55,645.54
tropics,7,389,5.96,NN,708.22,651.85
trot,4,864,6.76,NN|VB,760.25,620.62
trotted,7,231,5.44,VB,786.16,656.42
trotter,7,320,5.77,NN,785.93,637.07
troubadour,10,84,4.43,NN,876.09,946.7
trouble,7,49725,10.81,NN|VB,656.61,595.21
troubled,8,1794,7.49,JJ|VB,605.24,615.96
troublemaker,12,490,6.19,NN,770.75,674.85
troubles,8,4356,8.38,NN|VB,652.29,593.19
troubleshooter,14,229,5.43,NN,916.42,720.54
troublesome,11,1048,6.95,JJ,748.65,655.39
troubling,9,745,6.61,JJ|VB,714.19,660.93
trough,6,990,6.9,NN,784.7,770.59
troughs,7,100,4.61,NN,863.76,760.06
trounce,7,71,4.26,VB,682.18,804.95
troupe,6,362,5.89,NN,777.5,682.5
troupes,7,62,4.13,NN,781.94,759.12
trouser,7,186,5.23,NN,680.25,648.5
trousers,8,1313,7.18,NN,682.35,640.31
trout,5,1947,7.57,NN,686.86,634.68
trove,5,194,5.27,NN,737.3,712.83
trowel,6,38,3.64,NN|VB,619.4,752.96
Troy,4,5813,8.67,NN,701.41,632.19
truancy,7,28,3.33,NN,736.04,777.18
truant,6,53,3.97,JJ|NN,842.88,788.09
truce,5,932,6.84,NN,811.83,650
truck,5,10203,9.23,NN|VB,567.15,615.15
trucked,7,110,4.7,VB,714.94,653.04
trucker,7,251,5.53,NN,654.18,634.15
truckers,8,266,5.58,NN,774.45,676.93
trucking,8,507,6.23,NN|VB,757.03,654.38
trucks,6,4552,8.42,NN|VB,557.59,589.33
truck's,7,53,3.97,NULL,665.82,611.48
trudge,6,129,4.86,VB|NN,734.77,732.63
trudged,7,77,4.34,VB,792.33,743.8
TRUE,4,0,0,JJ,698.3,699.79
truelove,8,33,3.5,NN,701.14,788.46
truer,5,324,5.78,JJ,817.47,687.85
truest,6,278,5.63,JJ,879.9,789.28
truffle,7,110,4.7,NN,743.84,621.48
truism,6,201,5.3,NN,713.87,782.44
truly,5,30729,10.33,RB,584.47,621.88
Truman,6,1757,7.47,NN,679.93,718.61
Truman's,8,165,5.11,NULL,701.03,686.2
trump,5,800,6.68,NN|VB,680.97,650.6
trumpet,7,7157,8.88,NN|VB,676.24,633.19
trumpeter,9,96,4.56,NN,918.76,799.07
trumps,6,237,5.47,NN|VB,817.43,684.83
truncate,8,524,6.26,VB,822.88,736.56
truncated,9,1758,7.47,VB,943.78,766.95
trundle,7,67,4.2,NN|VB,793.57,732.38
trundling,9,31,3.43,VB,1001,801.27
trunk,5,3272,8.09,NN,576.1,646.17
trunks,6,990,6.9,NN,573,623.04
truss,5,352,5.86,NN|VB,901.83,714.38
trusses,7,54,3.99,NN|VB,912.07,759.65
trust,5,29358,10.29,NN|VB,635.59,601.64
trusted,7,4063,8.31,VB|JJ,632.06,646.31
trustee,7,657,6.49,NN,712.97,644.6
trustees,8,491,6.2,NN,752.97,650.32
trustee's,9,22,3.09,encl,758.52,685.74
trusteeship,11,31,3.43,NN,1204.82,987.73
trustfully,10,1,0,RB,709.88,650.78
trusting,8,1551,7.35,JJ|VB,667.56,603.04
trustingly,10,126,4.84,RB,849.4,734.32
trusts,6,1109,7.01,VB,642.24,651.75
trustworthy,11,1169,7.06,JJ,722.82,663.34
trusty,6,895,6.8,JJ,672.77,604.73
truth,5,52771,10.87,NN,623.15,588.62
truthful,8,1203,7.09,JJ,619.16,667.54
truthfully,10,659,6.49,RB,641.03,666.12
truthfulness,12,262,5.57,NN,795.79,727.93
truths,6,2483,7.82,NN,604.19,724.96
try,3,272681,12.52,VB|NN,553.88,582.15
trying,6,159951,11.98,VB|NN,632.19,687.36
tryst,5,106,4.66,NN|VB,720.41,753.5
tsar,4,551,6.31,NN,1039.67,918.3
tsunami,7,2925,7.98,NN,928.05,973.64
tub,3,2579,7.86,NN,609.88,572.62
tuba,4,415,6.03,NN,674.32,607.86
tubby,5,168,5.12,JJ,785.3,694.48
tube,4,14619,9.59,NN,590.18,605.81
tubeless,8,51,3.93,JJ,829.78,697.22
tuber,5,100,4.61,NN,846,728.09
tuberculosis,12,701,6.55,NN,773.74,777.93
tubers,6,113,4.73,NN,818.57,728.33
tubes,5,6989,8.85,NN,645.94,615.7
tubing,6,2409,7.79,NN|VB,855.61,696.07
tubs,4,333,5.81,NN,703.82,607
tubular,7,558,6.32,JJ,828.89,813.08
tuck,4,1004,6.91,VB,685.77,611.96
tucked,6,1144,7.04,VB,763.48,609.39
tucker,6,3303,8.1,NN,811.19,677.81
Tucker's,8,168,5.12,NULL,700.83,652.19
tucking,7,169,5.13,VB,733.79,680.96
Tucson,6,3578,8.18,NN,814.33,843.3
Tudor,5,538,6.29,NN,839.8,711.96
Tuesday,7,13750,9.53,NN,618.36,621.37
tuft,4,104,4.64,NN,742.31,670.81
tufts,5,909,6.81,NN,849.56,690.27
tug,3,1177,7.07,NN|VB,682.45,580.15
tugboat,7,172,5.15,NN,701.66,651.18
tugged,6,481,6.18,VB,632.67,660.34
tugging,7,407,6.01,VB,751.07,620.96
tuition,7,3629,8.2,NN,661,688.44
Tulane,6,951,6.86,NULL,763.59,769.65
tulip,5,450,6.11,NN,677.78,649.35
tulips,6,337,5.82,NN,687.66,674.88
tulle,5,61,4.11,NN,696.67,810.29
Tulsa,5,1616,7.39,NN,675.11,679.55
tumble,6,568,6.34,NN|VB,685.85,628.96
tumbled,7,335,5.81,VB,770.91,676.7
tumbler,7,300,5.7,NN,779.03,692.18
tumbles,7,101,4.62,VB|NN,697.73,674.22
tumbleweed,10,52,3.95,NN,856.23,685.74
tumbling,8,551,6.31,VB,779.66,616.71
tumbrels,8,0,0,NN,694.2,880.46
tumidity,8,0,0,NULL,783.88,883.6
tummy,5,945,6.85,NN,826.52,636.79
tumor,5,1525,7.33,NN,624.63,660.6
tumors,6,922,6.83,NN,618,692.16
tumult,6,107,4.67,NN,745.07,824.79
tumultuous,10,145,4.98,JJ,831.48,935.22
tuna,4,1585,7.37,NN|JJ,590.45,600.5
tunafish,8,40,3.69,NN,919.61,724.04
tundra,6,5160,8.55,NN,816.14,686.04
tune,4,12260,9.41,NN|VB,590.03,595.2
tuned,5,5101,8.54,VB,662.03,620.54
tuneful,7,35,3.56,JJ,841.61,800.81
tunefulness,11,3,1.1,NN,1089.93,894.45
tunelessly,10,9,2.2,RB,1152.21,991.46
tuner,5,1963,7.58,NN,780.03,713.09
tunes,5,5290,8.57,NN|VB,621.3,617.77
tokens,6,1738,7.46,NN,686.41,641.71
Tokyo,5,7174,8.88,NN,712.34,669.26
told,4,104947,11.56,VB,599.97,580.65
tolerable,9,971,6.88,JJ,705.55,663.29
tolerance,9,5156,8.55,NN,673.82,654.56
tolerant,8,2573,7.85,JJ,704.38,640.64
tolerate,8,3816,8.25,VB,653.18,606.12
tolerated,9,1816,7.5,VB,714.88,666
tolerating,10,271,5.6,VB,833.88,737.38
toleration,10,294,5.68,NN,715.3,720.04
toll,4,7570,8.93,NN|VB,666.72,614.04
tolled,6,25,3.22,VB,909.05,656.04
tollgate,8,1,0,NN,825,780.88
tollhouse,9,4,1.39,NN,756.69,697.14
tolls,5,440,6.09,NN|VB,746.96,648.71
Tolstoy,7,266,5.58,NN,764.65,767.72
Tolstoy's,9,52,3.95,NULL,915.26,780.19
Tom,3,62374,11.04,NN,613.36,581.12
tomahawk,8,331,5.8,NN,802.68,734.44
tomato,6,2137,7.67,NN,640.36,655.7
tomatoes,8,2088,7.64,NN,692.32,668.32
tomb,4,6175,8.73,NN,598.77,657.09
tomblike,8,2,0.69,NULL,952.28,901.63
tomboy,6,152,5.02,NN,667.32,698.5
tombs,5,501,6.22,NN,648.82,673.17
tombstone,9,554,6.32,NN,758.13,728.83
tombstones,10,1801,7.5,NN,663.67,697.68
tomcat,6,417,6.03,NN,757.75,659.04
tome,4,5933,8.69,NN,730.33,651.89
tomes,5,550,6.31,NN,915.27,637.53
tomfoolery,10,39,3.66,NN,948.55,935.3
