Cues,Targets,Forward Strength,Backward Strength,Cue Set Size,# Cue Competitors,Cue Frequency (K&F)
hairy,dirty,0.016,0,25,21,5
hairy,dog,0.048,0,25,19,5
hairy,furry,0.048,0.047,25,20,5
hairy,fuzzy,0.048,0.054,25,20,5
hairy,gorilla,0.024,0.033,25,19,5
hairy,gross,0.048,0,25,21,5
hairy,hair,0.016,0,25,18,5
hairy,legs,0.048,0,25,21,5
hairy,long,0.024,0,25,22,5
hairy,man,0.038,0,25,17,5
hairy,monkey,0.024,0,25,19,5
hairy,monster,0.024,0,25,20,5
hairy,shave,0.024,0,25,20,5
hairy,smooth,0.024,0,25,22,5
hairy,ugly,0.024,0,25,18,5
hairy,yuck,0.016,0,25,21,5
half,demi,0.024,0.061,8,5,275
half,fraction,0.024,missing,8,7,275
half,full,0.063,0,8,4,275
half,gallon,0.016,0.014,8,6,275
half,moon,0.063,0,8,5,275
half,part,0.087,0.095,8,4,275
half,quarter,0.048,0.034,8,6,275
half,whole,0.447,0.345,8,4,275
hall,aisle,0.021,missing,19,17,152
hall,class,0.028,0,19,14,152
hall,closet,0.014,0,19,13,152
hall,corridor,0.103,0.401,19,12,152
hall,door,0.055,0.017,19,10,152
hall,dorm,0.055,0.012,19,12,152
hall,entrance,0.028,0,19,12,152
hall,foyer,0.028,missing,19,17,152
hall,hallway,0.11,0,19,5,152
hall,home,0.014,0,19,14,152
hall,lobby,0.021,0.09,19,14,152
hall,long,0.055,0,19,14,152
hall,passage,0.028,0,19,11,152
hall,path,0.014,0,19,12,152
hall,room,0.09,0,19,8,152
hall,school,0.069,0,19,13,152
hall,sport,0.014,0,19,16,152
hall,walk,0.021,0,19,14,152
hall,walkway,0.021,0,19,12,152
halloween,black,0.035,0,17,10,1
halloween,candy,0.127,0,17,12,1
halloween,christmas,0.021,0,17,11,1
halloween,costume,0.092,0.133,17,11,1
halloween,fun,0.021,0,17,10,1
halloween,ghost,0.085,0.03,17,10,1
halloween,holiday,0.014,0,17,10,1
halloween,jack-o-lantern,0.028,missing,17,13,1
halloween,mask,0.063,0.133,17,11,1
halloween,movie,0.014,0,17,10,1
halloween,night,0.028,0,17,11,1
halloween,october,0.028,missing,17,13,1
halloween,pumpkin,0.186,0.3,17,12,1
halloween,scary,0.063,0.034,17,9,1
halloween,thirty-first,0.014,missing,17,13,1
halloween,trick-or-treat,0.014,missing,17,13,1
halloween,witch,0.056,0.135,17,9,1
hallucination,acid,0.034,0,16,10,0
hallucination,crazy,0.02,0,16,10,0
hallucination,daydream,0.014,missing,16,12,0
hallucination,dizzy,0.014,0,16,10,0
hallucination,dream,0.088,0,16,7,0
hallucination,drugs,0.412,0,16,10,0
hallucination,ghost,0.027,0,16,11,0
hallucination,illusion,0.02,0.027,16,7,0
hallucination,imagination,0.02,0,16,10,0
hallucination,imagine,0.041,0,16,8,0
hallucination,lsd,0.047,missing,16,12,0
hallucination,mirage,0.027,0.032,16,7,0
hallucination,pcp,0.02,missing,16,12,0
hallucination,see,0.014,0,16,9,0
hallucination,unreal,0.014,missing,16,12,0
hallucination,vision,0.027,0,16,7,0
hallway,aisle,0.014,missing,20,18,7
hallway,building,0.028,0,20,14,7
hallway,classroom,0.014,missing,20,18,7
hallway,closet,0.014,0,20,14,7
hallway,corridor,0.16,0.27,20,13,7
hallway,dark,0.028,0,20,13,7
hallway,door,0.118,0,20,10,7
hallway,doorway,0.014,0.097,20,12,7
hallway,dorm,0.069,0,20,14,7
hallway,empty,0.014,0,20,16,7
hallway,entrance,0.014,0,20,14,7
hallway,house,0.021,0,20,11,7
hallway,long,0.069,0,20,16,7
hallway,narrow,0.014,0,20,15,7
hallway,pass,0.014,0,20,17,7
hallway,passage,0.069,0.076,20,10,7
hallway,path,0.014,0,20,16,7
hallway,room,0.042,0,20,8,7
hallway,school,0.09,0,20,14,7
hallway,tunnel,0.035,0,20,15,7
halo,angel,0.651,0.061,9,6,2
halo,aura,0.016,0.028,9,8,2
halo,circle,0.024,0,9,7,2
halo,good,0.016,0,9,5,2
halo,holiness,0.016,0,9,6,2
halo,holy,0.016,0,9,7,2
halo,ring,0.024,0,9,8,2
halo,round,0.016,0,9,7,2
halo,saint,0.016,0,9,4,2
halt,go,0.051,0,2,0,10
halt,stop,0.906,0.05,2,0,10
ham,bacon,0.026,0.042,18,11,19
ham,beef,0.026,0,18,10,19
ham,bone,0.032,0,18,14,19
ham,cheese,0.083,0,18,15,19
ham,christmas,0.013,0,18,15,19
ham,eggs,0.167,0.047,18,13,19
ham,food,0.032,0,18,8,19
ham,hock,0.013,missing,18,16,19
ham,hog,0.019,0,18,13,19
ham,meat,0.083,0.02,18,7,19
ham,pig,0.192,0.028,18,11,19
ham,pineapple,0.013,missing,18,16,19
ham,pork,0.058,0.024,18,9,19
ham,roast,0.032,0,18,9,19
ham,salt,0.019,0,18,14,19
ham,sandwich,0.045,0.111,18,12,19
ham,steak,0.013,0,18,11,19
ham,turkey,0.019,0.114,18,10,19
hamburger,bun,0.129,0.193,13,9,10
hamburger,burger king,0.014,missing,13,11,10
hamburger,cheese,0.071,0,13,10,10
hamburger,food,0.05,0,13,4,10
hamburger,fries,0.207,0.155,13,6,10
hamburger,grease,0.021,0,13,9,10
hamburger,hot dogs,0.129,0.107,13,7,10
hamburger,ketchup,0.043,0.043,13,8,10
hamburger,mcdonald's,0.079,0.315,13,8,10
hamburger,meat,0.064,0.02,13,8,10
hamburger,patty,0.021,missing,13,11,10
hamburger,pickles,0.014,0.028,13,8,10
hamburger,sandwich,0.021,0,13,7,10
hammer,head,0.011,0,7,5,9
hammer,hit,0.022,0,7,5,9
hammer,nail,0.8,0.622,7,5,9
hammer,pistol,0.011,0,7,6,9
hammer,pound,0.028,0.02,7,5,9
hammer,saw,0.028,0.104,7,5,9
hammer,tool,0.039,0.402,7,5,9
hammock,beach,0.02,0,15,13,5
hammock,bed,0.087,0,15,8,5
hammock,chair,0.013,0,15,11,5
hammock,comfortable,0.013,0,15,10,5
hammock,ham,0.013,0,15,14,5
hammock,lay,0.033,0,15,10,5
hammock,lazy,0.02,0.027,15,12,5
hammock,nap,0.033,0,15,11,5
hammock,peaceful,0.013,0,15,12,5
hammock,relax,0.12,0,15,7,5
hammock,rest,0.04,0,15,9,5
hammock,sleep,0.14,0,15,6,5
hammock,swing,0.193,0,15,12,5
hammock,tree,0.047,0,15,13,5
hammock,trees,0.027,0,15,14,5
hamper,baby,0.027,0,16,10,5
hamper,basket,0.034,0,16,9,5
hamper,bother,0.034,0,16,10,5
hamper,cloth,0.014,0,16,9,5
hamper,clothes,0.507,0,16,7,5
hamper,clothing,0.014,missing,16,11,5
hamper,diapers,0.02,missing,16,11,5
hamper,dirty,0.034,0,16,8,5
hamper,hinder,0.034,missing,16,11,5
hamper,hold,0.014,0,16,10,5
hamper,hurt,0.014,0,16,9,5
hamper,impede,0.014,missing,16,11,5
hamper,laundry,0.088,0,16,7,5
hamper,prevent,0.014,missing,16,11,5
hamper,slow,0.02,0,16,9,5
hamper,stop,0.034,0,16,8,5
hand,arm,0.103,0.145,16,12,431
hand,ball,0.012,0,16,13,431
hand,body,0.024,0,16,13,431
hand,feel,0.012,0,16,14,431
hand,finger,0.358,0.268,16,12,431
hand,fist,0.012,0.236,16,15,431
hand,foot,0.158,0.122,16,13,431
hand,glove,0.048,0.552,16,14,431
hand,hold,0.012,0.047,16,14,431
hand,leg,0.012,0,16,12,431
hand,nail,0.012,0,16,14,431
hand,shake,0.024,0,16,15,431
hand,touch,0.024,0.012,16,12,431
hand,wash,0.012,0.041,16,15,431
hand,wave,0.012,0.036,16,15,431
hand,write,0.024,0,16,15,431
handbag,backpack,0.027,0,13,7,3
handbag,book,0.034,0,13,9,3
handbag,bookbag,0.034,0,13,8,3
handbag,carry,0.013,0,13,6,3
handbag,girl,0.013,0,13,9,3
handbag,groceries,0.013,0,13,11,3
handbag,lady,0.013,0,13,10,3
handbag,leather,0.034,0,13,8,3
handbag,luggage,0.013,0,13,10,3
handbag,pocketbook,0.04,0,13,9,3
handbag,purse,0.597,0.196,13,5,3
handbag,wallet,0.02,0,13,9,3
handbag,woman,0.013,0,13,9,3
handcuffs,arrest,0.068,0.071,13,4,2
handcuffs,bad,0.014,0,13,5,2
handcuffs,bracelets,0.014,missing,13,10,2
handcuffs,chains,0.027,missing,13,10,2
handcuffs,cop,0.142,0,13,5,2
handcuffs,crime,0.014,0,13,3,2
handcuffs,criminal,0.027,0,13,1,2
handcuffs,jail,0.115,0,13,1,2
handcuffs,police,0.345,0,13,5,2
handcuffs,prison,0.054,0,13,4,2
handcuffs,prisoner,0.014,0,13,5,2
handcuffs,restraint,0.034,missing,13,10,2
handcuffs,sex,0.02,0,13,9,2
handicap,children,0.013,0,12,6,6
handicap,cripple,0.053,missing,12,7,6
handicap,disable,0.099,missing,12,7,6
handicap,golf,0.046,0,12,6,6
handicap,hurt,0.026,0,12,6,6
handicap,limitation,0.013,missing,12,7,6
handicap,parking,0.145,0,12,4,6
handicap,person,0.039,0,12,6,6
handicap,retard,0.013,missing,12,7,6
handicap,space,0.059,0,12,5,6
handicap,sticker,0.026,0,12,5,6
handicap,wheelchair,0.296,missing,12,7,6
handkerchief,bandanna,0.022,missing,19,14,9
handkerchief,blow,0.029,0,19,13,9
handkerchief,booger,0.022,missing,19,16,9
handkerchief,cloth,0.036,0,19,14,9
handkerchief,cold,0.043,0,19,10,9
handkerchief,cry,0.094,0,19,11,9
handkerchief,hanky,0.014,missing,19,16,9
handkerchief,kleenex,0.065,0,19,7,9
handkerchief,man,0.014,0,19,15,9
handkerchief,napkin,0.043,0,19,12,9
handkerchief,nose,0.094,0,19,9,9
handkerchief,pocket,0.022,0,19,15,9
handkerchief,red,0.014,0,19,14,9
handkerchief,sad,0.014,0,19,13,9
handkerchief,sneeze,0.151,0.014,19,11,9
handkerchief,snot,0.079,0,19,11,9
handkerchief,tear,0.022,0,19,13,9
handkerchief,tissue,0.065,0,19,9,9
handkerchief,white,0.043,0,19,13,9
handle,bag,0.021,0,20,16,53
handle,bar,0.062,0,20,17,53
handle,bicycle,0.034,0,20,17,53
handle,car,0.028,0,20,17,53
handle,care,0.166,0,20,18,53
handle,carry,0.041,0,20,14,53
handle,cope,0.014,missing,20,19,53
handle,cup,0.014,0,20,18,53
handle,door,0.069,0.022,20,17,53
handle,drop,0.014,0,20,15,53
handle,fragile,0.014,0,20,18,53
handle,grip,0.055,0.062,20,15,53
handle,hand,0.021,0,20,15,53
handle,hold,0.069,0,20,12,53
handle,knob,0.021,0.111,20,16,53
handle,lever,0.021,0.118,20,16,53
handle,lift,0.014,0,20,14,53
handle,suitcase,0.021,0,20,17,53
handle,touch,0.041,0,20,16,53
handle,use,0.014,0,20,18,53
hands,arms,0.078,0.076,9,6,289
hands,face,0.013,0,9,8,289
hands,feet,0.396,0.095,9,7,289
hands,fingers,0.266,0.459,9,5,289
hands,legs,0.026,0,9,6,289
hands,nails,0.032,0.015,9,7,289
hands,off,0.026,0,9,7,289
hands,on,0.019,0,9,7,289
hands,touch,0.019,0,9,7,289
handsome,attractive,0.052,0.052,13,5,40
handsome,boyfriend,0.085,0,13,11,40
handsome,cute,0.196,0.028,13,4,40
handsome,fine,0.039,0,13,9,40
handsome,good looking,0.052,missing,13,12,40
handsome,gorgeous,0.039,0.046,13,6,40
handsome,guys,0.059,0,13,10,40
handsome,hot,0.013,0,13,7,40
handsome,husband,0.013,0,13,10,40
handsome,man,0.144,0,13,7,40
handsome,pretty,0.085,0,13,5,40
handsome,sexy,0.013,0.013,13,4,40
handsome,ugly,0.072,0,13,6,40
hang,bell,0.028,0,29,24,26
hang,clothes,0.089,0,29,23,26
hang,coat,0.017,0.014,29,24,26
hang,dangle,0.017,missing,29,27,26
hang,dead,0.022,0,29,22,26
hang,death,0.011,0,29,23,26
hang,door,0.022,0,29,23,26
hang,fall,0.011,0,29,24,26
hang,hanger,0.011,0,29,23,26
hang,hold,0.017,0,29,25,26
hang,hung,0.039,0.102,29,17,26
hang,kill,0.028,0,29,22,26
hang,loose,0.022,0,29,24,26
hang,nail,0.011,0,29,26,26
hang,neck,0.011,0,29,24,26
hang,noose,0.044,0.345,29,19,26
hang,phone,0.011,0,29,24,26
hang,picture,0.094,0,29,24,26
hang,plant,0.011,0,29,25,26
hang,put,0.011,0,29,26,26
hang,ring,0.011,0,29,24,26
hang,rope,0.078,0.028,29,22,26
hang,string,0.011,0,29,25,26
hang,suspend,0.017,missing,29,27,26
hang,swing,0.011,0.014,29,22,26
hang,ten,0.033,0,29,26,26
hang,tree,0.011,0,29,24,26
hang,up,0.044,0,29,25,26
hang,wall,0.022,0,29,24,26
hanger,closet,0.076,0.061,5,3,1
hanger,clothes,0.521,0.054,5,1,1
hanger,coat,0.097,0,5,3,1
hanger,shirt,0.014,0,5,3,1
hanger,wire,0.021,0.028,5,4,1
happen,accident,0.034,0,15,9,63
happen,did,0.014,missing,15,10,63
happen,do,0.021,0,15,6,63
happen,done,0.027,0,15,8,63
happen,event,0.089,0,15,9,63
happen,how,0.068,0,15,6,63
happen,incident,0.048,missing,15,10,63
happen,make,0.014,0,15,8,63
happen,occur,0.287,missing,15,10,63
happen,once,0.014,0,15,9,63
happen,sudden,0.014,missing,15,10,63
happen,to,0.021,missing,15,10,63
happen,today,0.014,0,15,9,63
happen,what,0.021,0,15,7,63
happen,when,0.014,0,15,7,63
happening,action,0.019,0,11,8,28
happening,cool,0.039,0,11,8,28
happening,event,0.149,0.075,11,7,28
happening,going,0.045,0,11,8,28
happening,now,0.169,0,11,6,28
happening,occurrence,0.136,missing,11,9,28
happening,party,0.032,0,11,6,28
happening,present,0.019,0,11,7,28
happening,process,0.013,0,11,8,28
happening,thing,0.013,0,11,8,28
happening,what's,0.084,missing,11,9,28
happiness,bliss,0.014,missing,14,12,23
happiness,content,0.034,0,14,10,23
happiness,emotion,0.014,0,14,8,23
happiness,family,0.027,0.015,14,9,23
happiness,fun,0.014,0,14,8,23
happiness,glad,0.047,0,14,8,23
happiness,glee,0.014,missing,14,12,23
happiness,goodness,0.014,0,14,11,23
happiness,happy,0.02,0,14,2,23
happiness,joy,0.122,0.205,14,7,23
happiness,life,0.014,0,14,8,23
happiness,love,0.095,0.011,14,5,23
happiness,sad,0.223,0,14,7,23
happiness,smile,0.122,0.017,14,7,23
happy,content,0.014,0.349,8,6,98
happy,elated,0.014,missing,8,7,98
happy,face,0.027,0,8,5,98
happy,glad,0.041,0.549,8,4,98
happy,joy,0.014,0.385,8,4,98
happy,laugh,0.027,0.139,8,4,98
happy,sad,0.628,0.634,8,4,98
happy,smile,0.108,0.333,8,3,98
harbor,bay,0.095,0.013,9,2,37
harbor,boat,0.317,0,9,1,37
harbor,dock,0.014,0,9,3,37
harbor,island,0.218,0,9,5,37
harbor,ocean,0.014,0,9,2,37
harbor,port,0.034,0.011,9,3,37
harbor,sea,0.014,0,9,2,37
harbor,ship,0.054,0,9,2,37
harbor,water,0.068,0,9,0,37
hard,brick,0.013,0.026,10,7,202
hard,easy,0.034,0.582,10,9,202
hard,metal,0.02,0.06,10,8,202
hard,nail,0.027,0,10,9,202
hard,rock,0.114,0.096,10,7,202
hard,school,0.013,0.026,10,8,202
hard,soft,0.564,0.509,10,9,202
hard,solid,0.034,0.189,10,8,202
hard,wood,0.02,0.018,10,6,202
hard,work,0.013,0.143,10,7,202
hardy,appetite,0.041,missing,21,14,42
hardy,big,0.034,0,21,11,42
hardy,boys,0.137,0,21,13,42
hardy,durable,0.021,missing,21,14,42
hardy,fat,0.021,0,21,12,42
hardy,full,0.014,0,21,12,42
hardy,happy,0.014,0,21,11,42
hardy,healthy,0.027,0,21,11,42
hardy,hefty,0.014,missing,21,14,42
hardy,hungry,0.014,0,21,12,42
hardy,jolly,0.014,missing,21,14,42
hardy,laugh,0.027,0,21,12,42
hardy,meal,0.014,0,21,13,42
hardy,robust,0.027,missing,21,14,42
hardy,rough,0.014,0,21,12,42
hardy,softy,0.014,missing,21,14,42
hardy,strong,0.123,0,21,9,42
hardy,sturdy,0.027,missing,21,14,42
hardy,teacher,0.014,0,21,13,42
hardy,tough,0.014,0,21,10,42
hardy,weak,0.014,0,21,11,42
hare,bunny,0.046,0,6,4,1
hare,hair,0.02,0,6,4,1
hare,head,0.013,0,6,4,1
hare,rabbit,0.732,0.028,6,3,1
hare,tortoise,0.046,0.075,6,4,1
hare,turtle,0.02,0.014,6,3,1
harley,bike,0.128,0,4,0,0
harley,davidson,0.392,missing,4,2,0
harley,motor bike,0.02,missing,4,2,0
harley,motorcycle,0.385,0.08,4,0,0
harm,bad,0.042,0,9,4,25
harm,danger,0.042,0,9,3,25
harm,evil,0.012,0,9,4,25
harm,good,0.024,0,9,6,25
harm,help,0.03,0,9,6,25
harm,hurt,0.635,0.012,9,5,25
harm,mean,0.012,0,9,6,25
harm,pain,0.042,0,9,7,25
harm,safe,0.042,0,9,7,25
harmful,alcohol,0.013,0,17,14,4
harmful,bad,0.105,0,17,10,4
harmful,careful,0.013,0,17,14,4
harmful,chemical,0.02,0,17,11,4
harmful,dangerous,0.248,0.053,17,11,4
harmful,deadly,0.052,0.014,17,13,4
harmful,drug,0.02,0,17,11,4
harmful,fatal,0.013,missing,17,16,4
harmful,gas,0.013,0,17,14,4
harmful,helpful,0.02,0.039,17,15,4
harmful,hurt,0.078,0,17,13,4
harmful,knife,0.013,0,17,14,4
harmful,mean,0.026,0,17,13,4
harmful,pain,0.072,0,17,14,4
harmful,poison,0.052,0,17,11,4
harmful,rays,0.039,0.013,17,15,4
harmful,violent,0.013,0,17,13,4
harmony,disharmony,0.014,missing,12,11,33
harmony,happiness,0.014,0,12,8,33
harmony,happy,0.014,0,12,5,33
harmony,melody,0.103,0.093,12,7,33
harmony,music,0.282,0,12,5,33
harmony,peace,0.11,0.049,12,9,33
harmony,peaceful,0.014,0.015,12,9,33
harmony,sing,0.034,0,12,6,33
harmony,song,0.034,0,12,5,33
harmony,symphony,0.014,0,12,9,33
harmony,together,0.082,0,12,9,33
harmony,tune,0.021,0,12,6,33
harp,angel,0.061,0,17,14,1
harp,beautiful,0.018,0,17,15,1
harp,cord,0.012,0,17,13,1
harp,flute,0.012,0,17,10,1
harp,harmonica,0.012,missing,17,16,1
harp,heaven,0.03,0,17,14,1
harp,instrument,0.079,0,17,10,1
harp,music,0.412,0,17,7,1
harp,nag,0.024,0,17,15,1
harp,piano,0.03,0,17,10,1
harp,pitch,0.012,0,17,15,1
harp,play,0.018,0,17,9,1
harp,sing,0.012,0,17,12,1
harp,soft,0.012,0,17,15,1
harp,song,0.012,0,17,13,1
harp,string,0.073,0,17,13,1
harp,violin,0.036,0,17,9,1
harsh,abrasive,0.014,missing,17,16,12
harsh,bad,0.021,0,17,13,12
harsh,cruel,0.075,0.021,17,13,12
harsh,difficult,0.021,0,17,13,12
harsh,hard,0.096,0,17,10,12
harsh,hurt,0.014,0,17,12,12
harsh,mean,0.212,0,17,11,12
harsh,rash,0.021,0.02,17,15,12
harsh,rough,0.089,0.014,17,10,12
harsh,rude,0.014,0.015,17,12,12
harsh,severe,0.021,0.061,17,11,12
harsh,sharp,0.021,0,17,11,12
harsh,smooth,0.014,0,17,12,12
harsh,soft,0.034,0,17,11,12
harsh,strong,0.027,0,17,13,12
harsh,tough,0.021,0,17,10,12
harsh,word,0.041,0,17,15,12
harvest,corn,0.113,0,21,11,12
harvest,crops,0.185,0.034,21,11,12
harvest,eat,0.013,0,21,15,12
harvest,farm,0.046,0,21,17,12
harvest,feast,0.013,0,21,16,12
harvest,field,0.026,0,21,14,12
harvest,food,0.073,0,21,9,12
harvest,gather,0.013,0,21,17,12
harvest,grain,0.026,0,21,14,12
harvest,grow,0.02,0,21,17,12
harvest,moon,0.02,0,21,19,12
harvest,october,0.02,missing,21,20,12
harvest,pick,0.013,0,21,18,12
harvest,plant,0.013,0,21,16,12
harvest,pot,0.013,0,21,17,12
harvest,pumpkin,0.026,0,21,18,12
harvest,reap,0.046,0.244,21,16,12
harvest,thanksgiving,0.04,0,21,17,12
harvest,vegetable,0.013,0,21,16,12
harvest,vegetables,0.02,0,21,15,12
harvest,wheat,0.113,0,21,13,12
hat,baseball,0.033,0.02,12,10,56
hat,black,0.016,0,12,8,56
hat,box,0.011,0,12,11,56
hat,cap,0.06,0.709,12,9,56
hat,cat,0.049,0,12,10,56
hat,coat,0.103,0.162,12,10,56
hat,hair,0.06,0.022,12,9,56
hat,head,0.359,0.031,12,8,56
hat,man,0.011,0,12,10,56
hat,rack,0.022,0.033,12,10,56
hat,sun,0.011,0,12,11,56
hat,top,0.033,0.027,12,10,56
hatch,back,0.162,0,11,9,5
hatch,birth,0.034,0,11,9,5
hatch,boat,0.041,0,11,9,5
hatch,born,0.041,missing,11,10,5
hatch,chick,0.014,0,11,7,5
hatch,chicken,0.02,0,11,7,5
hatch,door,0.02,0,11,8,5
hatch,egg,0.405,0,11,7,5
hatch,escape,0.014,0,11,9,5
hatch,open,0.047,0,11,8,5
hatch,trunk,0.02,0,11,9,5
hatchet,ax,0.467,0.033,13,2,4
hatchet,blood,0.02,0,13,7,4
hatchet,bury,0.013,0,13,11,4
hatchet,chop,0.027,0,13,8,4
hatchet,cut,0.033,0,13,6,4
hatchet,hammer,0.033,0,13,8,4
hatchet,kill,0.02,0,13,6,4
hatchet,knife,0.087,0,13,5,4
hatchet,murder,0.013,0,13,7,4
hatchet,saw,0.02,0,13,7,4
hatchet,tomahawk,0.02,missing,13,12,4
hatchet,tool,0.04,0,13,8,4
hatchet,weapon,0.02,0,13,9,4
hate,anger,0.028,0.109,12,9,42
hate,bad,0.017,0,12,8,42
hate,cold,0.011,0,12,10,42
hate,despise,0.017,0.797,12,7,42
hate,devil,0.011,0,12,9,42
hate,dislike,0.034,0.6,12,7,42
hate,enemy,0.022,0.096,12,8,42
hate,like,0.134,0.133,12,7,42
hate,loathe,0.011,missing,12,11,42
hate,love,0.408,0.456,12,8,42
hate,mail,0.011,0,12,10,42
hate,sad,0.011,0,12,9,42
haughty,arrogant,0.034,0.013,18,5,2
haughty,bad,0.027,0,18,9,2
haughty,big,0.055,0,18,11,2
haughty,bitch,0.014,missing,18,12,2
haughty,conceited,0.034,0,18,8,2
haughty,disdainful,0.014,missing,18,12,2
haughty,gaudy,0.014,missing,18,12,2
haughty,high,0.014,0,18,10,2
haughty,mean,0.014,0,18,5,2
haughty,nasty,0.014,0,18,7,2
haughty,naughty,0.055,missing,18,12,2
haughty,pompous,0.021,missing,18,12,2
haughty,proud,0.021,0.024,18,9,2
haughty,rude,0.034,0,18,7,2
haughty,scary,0.021,0,18,11,2
haughty,snob,0.13,0,18,5,2
haughty,snooty,0.041,missing,18,12,2
haughty,stuck up,0.027,0,18,7,2
haul,away,0.011,0,16,9,5
haul,carry,0.226,0.014,16,6,5
haul,drag,0.044,0,16,11,5
haul,furniture,0.011,0,16,11,5
haul,heave,0.011,missing,16,13,5
haul,heavy,0.011,0,16,8,5
haul,lift,0.017,0,16,5,5
haul,load,0.028,0,16,8,5
haul,lug,0.017,missing,16,13,5
haul,luggage,0.011,0,16,10,5
haul,move,0.111,0.011,16,9,5
haul,pull,0.198,0,16,8,5
haul,take,0.039,0,16,8,5
haul,tow,0.011,0,16,5,5
haul,truck,0.033,0.014,16,8,5
haul,u-haul,0.067,missing,16,13,5
haunt,ghost,0.261,0.03,8,5,4
haunt,house,0.018,0,8,6,4
haunt,linger,0.018,missing,8,7,4
haunt,remain,0.018,0,8,6,4
haunt,scare,0.261,0,8,5,4
haunt,spook,0.207,0,8,4,4
haunt,stalk,0.018,0,8,6,4
haunt,visit,0.018,0,8,6,4
have,earn,0.011,0,15,13,3941
have,fun,0.061,0,15,14,3941
have,get,0.039,0.044,15,9,3941
have,give,0.067,0,15,10,3941
have,hold,0.128,0,15,12,3941
have,keep,0.033,0.084,15,8,3941
have,lost,0.011,0,15,13,3941
have,mine,0.017,0,15,12,3941
have,not,0.072,0,15,14,3941
have,own,0.2,0.211,15,11,3941
have,possession,0.067,0.047,15,10,3941
have,receive,0.011,0,15,10,3941
have,rich,0.011,0,15,14,3941
have,something,0.011,0,15,14,3941
have,take,0.022,0.022,15,10,3941
haven,bird,0.02,0,18,13,11
haven,escape,0.014,0,18,15,11
haven,good,0.014,0,18,13,11
haven,happy,0.02,0,18,12,11
haven,heaven,0.047,0,18,13,11
haven,home,0.068,0,18,8,11
haven,house,0.014,0,18,11,11
haven,nest,0.02,0,18,13,11
haven,nice,0.014,0,18,12,11
haven,paradise,0.014,0,18,14,11
haven,place,0.047,0,18,13,11
haven,refuge,0.047,missing,18,16,11
haven,rest,0.014,0,18,14,11
haven,safe,0.27,0,18,12,11
haven,safety,0.061,0,18,13,11
haven,sanctuary,0.02,missing,18,16,11
haven,shelter,0.027,0.021,18,11,11
haven,winter,0.02,0,18,15,11
havoc,chaos,0.315,0.02,15,7,3
havoc,confusion,0.021,0,15,9,3
havoc,crazy,0.021,0,15,10,3
havoc,destruction,0.014,0,15,10,3
havoc,disorder,0.021,0,15,10,3
havoc,halloween,0.014,0,15,12,3
havoc,hell,0.014,0,15,12,3
havoc,mayhem,0.021,missing,15,13,3
havoc,mess,0.034,0,15,9,3
havoc,raise,0.014,0,15,12,3
havoc,riot,0.014,0,15,10,3
havoc,sleep,0.014,0,15,12,3
havoc,trouble,0.014,0,15,11,3
havoc,wreak,0.062,missing,15,13,3
havoc,wreck,0.027,0,15,12,3
hawaii,beach,0.04,0,18,6,16
hawaii,beautiful,0.033,0,18,14,16
hawaii,five 0,0.04,missing,18,16,16
hawaii,fun,0.013,0,18,12,16
hawaii,hot,0.02,0,18,12,16
hawaii,hula,0.033,0.128,18,15,16
hawaii,island,0.24,0.048,18,8,16
hawaii,ocean,0.027,0,18,9,16
hawaii,palms,0.013,missing,18,16,16
hawaii,relax,0.013,0,18,13,16
hawaii,sand,0.013,0,18,11,16
hawaii,state,0.02,0,18,15,16
hawaii,sun,0.087,0,18,10,16
hawaii,surf,0.047,0,18,11,16
hawaii,vacation,0.087,0.027,18,11,16
hawaii,volcano,0.04,0.022,18,13,16
hawaii,warm,0.027,0,18,12,16
hawaii,water,0.027,0,18,10,16
hawk,bird,0.529,0,8,3,14
hawk,dove,0.021,0,8,5,14
hawk,eagle,0.136,0,8,4,14
hawk,eye,0.014,0,8,7,14
hawk,fly,0.057,0,8,4,14
hawk,power,0.014,0,8,7,14
hawk,prey,0.014,0.041,8,5,14
hawk,sky,0.014,0,8,7,14
hay,bale,0.034,missing,18,16,19
hay,barn,0.081,0.189,18,11,19
hay,dry,0.014,0,18,15,19
hay,farm,0.061,0,18,11,19
hay,fever,0.047,0,18,15,19
hay,field,0.027,0,18,12,19
hay,fork,0.02,0,18,14,19
hay,grass,0.02,0,18,13,19
hay,hayride,0.02,missing,18,16,19
hay,horse,0.216,0,18,13,19
hay,loft,0.014,0.081,18,14,19
hay,needle,0.041,0,18,15,19
hay,pitchfork,0.014,0.395,18,13,19
hay,roll,0.014,0,18,15,19
hay,sneeze,0.02,0,18,15,19
hay,stack,0.155,0.046,18,15,19
hay,straw,0.068,0.171,18,11,19
hay,wheat,0.014,0.041,18,14,19
haystack,barn,0.034,0,15,8,1
haystack,cow,0.02,0,15,10,1
haystack,farm,0.081,0,15,8,1
haystack,fun,0.014,0,15,12,1
haystack,hay,0.054,0,15,7,1
haystack,hayride,0.014,missing,15,14,1
haystack,horse,0.088,0,15,8,1
haystack,itch,0.014,0,15,13,1
haystack,needle,0.418,0.03,15,11,1
haystack,pile,0.02,0.014,15,13,1
haystack,pin,0.014,0,15,12,1
haystack,pitchfork,0.034,0.02,15,11,1
haystack,ride,0.034,0,15,11,1
haystack,straw,0.02,0,15,9,1
haystack,yellow,0.014,0,15,13,1
