"group","partno","matched.partno","cue","target","expnorm","judgment","fsg","bsg"
"exp",601,379,"difficult","easy",60,100,28.3,2.1
"exp",601,379,"difficult","hard",100,100,59.4,0
"exp",601,379,"difficult","school",20,40,NA,NA
"exp",601,379,"difficult","tests",80,60,NA,NA
"exp",601,379,"melody","song",20,100,41.4,2
"exp",601,379,"organize","clean",100,100,9,0
"exp",601,379,"organize","files",60,40,NA,NA
"exp",601,379,"organize","neat",80,60,20.7,2
"exp",601,379,"organize","tidy",40,40,2.1,0
"exp",601,379,"pupil","iris",80,80,NA,NA
"exp",601,379,"pupil","retina",40,60,NA,NA
"matched",701,379,"assist","secretary",20,100,NA,NA
"matched",701,379,"assist","servant",40,60,NA,NA
"matched",701,379,"bashful","dwarf",20,40,NA,NA
"matched",701,379,"bashful","shy",100,80,73,7.6
"matched",701,379,"before","first",100,100,NA,NA
"matched",701,379,"before","last",40,100,NA,NA
"matched",701,379,"beginning","end",100,100,74.7,0
"matched",701,379,"beginning","last",60,100,NA,NA
"matched",701,379,"body","soul",60,60,3.4,3.4
"matched",701,379,"body","torso",20,60,NA,NA
"matched",701,379,"break","broken",60,80,2.2,3.4
"matched",701,379,"break","cracked",80,80,NA,NA
"matched",701,379,"break","torn",40,80,NA,NA
"matched",701,379,"car","drive",20,100,12.2,48
"matched",701,379,"car","roads",60,80,NA,NA
"matched",701,379,"car","travel",80,80,3.9,6.1
"matched",701,379,"casual","clothes",80,60,9.5,0
"matched",701,379,"casual","jeans",40,60,6.1,2.7
"matched",701,379,"casual","normal",100,60,1.4,0
"matched",701,379,"casual","picnics",20,20,NA,NA
"matched",701,379,"challenge","difficult",60,80,2.7,0
"matched",701,379,"challenge","hard",100,60,8.2,0
"matched",701,379,"challenge","risk",20,60,NA,NA
"matched",701,379,"chowder","clam",80,60,75.5,4.2
"matched",701,379,"chowder","corn",60,60,NA,NA
"matched",701,379,"chowder","thick",100,60,NA,NA
"matched",701,379,"cinema","movies",60,80,NA,NA
"matched",701,379,"closed","doors",100,60,NA,NA
"matched",701,379,"closed","windows",80,60,NA,NA
"matched",701,379,"cloth","towel",40,80,1.8,6.8
"matched",701,379,"common","frequent",80,80,NA,NA
"matched",701,379,"common","normal",40,80,4.8,0
"matched",701,379,"common","regularly",20,60,NA,NA
"matched",701,379,"computer","internet",20,100,NA,NA
"matched",701,379,"computer","monitor",100,100,1.4,NA
"matched",701,379,"computer","mouse",60,100,NA,NA
"matched",701,379,"computer","screen",40,100,2.7,0
"matched",701,379,"dancer","performer",80,80,2.6,NA
"matched",701,379,"dancer","stage",40,80,3.9,0
"matched",701,379,"difficult","easy",60,100,28.3,2.1
"matched",701,379,"difficult","hard",100,80,59.4,0
"matched",701,379,"difficult","school",20,60,NA,NA
"matched",701,379,"difficult","tests",80,80,NA,NA
"matched",701,379,"melody","song",20,60,41.4,2
"matched",701,379,"organize","clean",100,100,9,0
"matched",701,379,"organize","files",60,80,NA,NA
"matched",701,379,"organize","neat",80,80,20.7,2
"matched",701,379,"organize","tidy",40,60,2.1,0
"matched",701,379,"pupil","iris",80,60,NA,NA
"matched",701,379,"pupil","retina",40,80,NA,NA
"exp",593,371,"assist","aid",60,100,6.1,0
"exp",593,371,"assist","cease",100,100,NA,NA
"exp",593,371,"assist","secretary",40,40,NA,NA
"exp",593,371,"bashful","blush",100,100,1.3,0
"exp",593,371,"bashful","cartoon",20,20,NA,NA
"exp",593,371,"bashful","flush",60,100,NA,NA
"exp",593,371,"bashful","shy",80,80,73,7.6
"exp",593,371,"bashful","stupid",40,60,NA,NA
"exp",593,371,"before","after",80,100,85.9,57.1
"exp",593,371,"before","book",60,80,NA,NA
"exp",593,371,"before","prepare",20,20,NA,NA
"exp",593,371,"beginning","book",100,100,NA,NA
"exp",593,371,"beginning","start",80,60,15.8,0
"exp",593,371,"body","bikini",20,20,NA,NA
"exp",593,371,"break","board",100,80,NA,NA
"exp",593,371,"car","red",80,40,NA,NA
"exp",593,371,"car","wheel",60,40,2.2,27.3
"exp",593,371,"car","wheels",40,60,NA,NA
"exp",593,371,"casual","business",40,80,NA,NA
"exp",593,371,"casual","comfortable",20,80,5.4,0
"exp",593,371,"casual","friday",80,100,NA,NA
"exp",593,371,"challenge","class",40,60,NA,NA
"exp",593,371,"challenge","course",60,80,NA,NA
"exp",593,371,"challenge","hard",20,100,8.2,0
"exp",593,371,"chowder","corn",100,100,NA,NA
"exp",593,371,"chowder","soup",100,100,12.9,1.2
"exp",593,371,"cinema","movie",80,100,79.3,2.5
"exp",593,371,"cinema","popcorn",20,20,NA,NA
"exp",593,371,"cinema","theater",100,100,5.3,2
"exp",593,371,"closed","business",20,20,NA,NA
"exp",593,371,"closed","closet",60,80,NA,NA
"exp",593,371,"closed","window",40,40,NA,NA
"exp",593,371,"cloth","diaper",20,20,NA,NA
"exp",593,371,"cloth","wash",60,80,3,5.4
"exp",593,371,"common","cards",20,40,NA,NA
"exp",593,371,"common","rare",40,80,4.1,8.4
"exp",593,371,"common","rotunda",60,40,NA,NA
"exp",593,371,"computer","keyboard",80,100,4.8,21.7
"exp",593,371,"computer","mouse",100,80,NA,NA
"exp",593,371,"dancer","body",100,100,NA,NA
"exp",593,371,"dancer","grace",80,60,NA,NA
"exp",593,371,"difficult","hard",60,100,59.4,0
"exp",593,371,"difficult","struggle",40,80,NA,NA
"exp",593,371,"melody","dolce",20,80,NA,NA
"exp",593,371,"melody","flute",40,40,NA,NA
"exp",593,371,"melody","harmony",80,60,9.3,10.3
"exp",593,371,"organize","binder",40,60,NA,NA
"exp",593,371,"organize","folder",60,80,NA,NA
"exp",593,371,"pupil","eye",100,100,16.7,1.6
"exp",593,371,"pupil","iris",80,100,NA,NA
"matched",693,371,"assist","aid",60,80,6.1,0
"matched",693,371,"assist","cease",100,60,NA,NA
"matched",693,371,"assist","secretary",40,60,NA,NA
"matched",693,371,"bashful","blush",100,60,1.3,0
"matched",693,371,"bashful","cartoon",20,100,NA,NA
"matched",693,371,"bashful","flush",60,40,NA,NA
"matched",693,371,"bashful","shy",80,80,73,7.6
"matched",693,371,"bashful","stupid",40,40,NA,NA
"matched",693,371,"before","after",80,100,85.9,57.1
"matched",693,371,"before","book",60,60,NA,NA
"matched",693,371,"before","prepare",20,60,NA,NA
"matched",693,371,"beginning","book",100,40,NA,NA
"matched",693,371,"beginning","start",80,100,15.8,0
"matched",693,371,"body","bikini",20,100,NA,NA
"matched",693,371,"break","board",100,40,NA,NA
"matched",693,371,"car","red",80,80,NA,NA
"matched",693,371,"car","wheel",60,40,2.2,27.3
"matched",693,371,"car","wheels",40,80,NA,NA
"matched",693,371,"casual","business",40,20,NA,NA
"matched",693,371,"casual","comfortable",20,80,5.4,0
"matched",693,371,"casual","friday",80,80,NA,NA
"matched",693,371,"challenge","class",40,80,NA,NA
"matched",693,371,"challenge","course",60,80,NA,NA
"matched",693,371,"challenge","hard",20,80,8.2,0
"matched",693,371,"chowder","corn",100,40,NA,NA
"matched",693,371,"chowder","soup",100,40,12.9,1.2
"matched",693,371,"cinema","movie",80,80,79.3,2.5
"matched",693,371,"cinema","popcorn",20,100,NA,NA
"matched",693,371,"cinema","theater",100,80,5.3,2
"matched",693,371,"closed","business",20,100,NA,NA
"matched",693,371,"closed","closet",60,60,NA,NA
"matched",693,371,"closed","window",40,60,NA,NA
"matched",693,371,"cloth","diaper",20,20,NA,NA
"matched",693,371,"cloth","wash",60,60,3,5.4
"matched",693,371,"common","cards",20,60,NA,NA
"matched",693,371,"common","rare",40,40,4.1,8.4
"matched",693,371,"common","rotunda",60,40,NA,NA
"matched",693,371,"computer","keyboard",80,40,4.8,21.7
"matched",693,371,"computer","mouse",100,80,NA,NA
"matched",693,371,"dancer","body",100,60,NA,NA
"matched",693,371,"dancer","grace",80,60,NA,NA
"matched",693,371,"difficult","hard",60,80,59.4,0
"matched",693,371,"difficult","struggle",40,100,NA,NA
"matched",693,371,"melody","dolce",20,60,NA,NA
"matched",693,371,"melody","flute",40,40,NA,NA
"matched",693,371,"melody","harmony",80,80,9.3,10.3
"matched",693,371,"organize","binder",40,40,NA,NA
"matched",693,371,"organize","folder",60,60,NA,NA
"matched",693,371,"pupil","eye",100,100,16.7,1.6
"matched",693,371,"pupil","iris",80,60,NA,NA
"exp",596,374,"assist","helpful",20,100,NA,NA
"exp",596,374,"assist","support",40,60,NA,NA
"exp",596,374,"bashful","dwarf",40,40,NA,NA
"exp",596,374,"bashful","shy",100,100,73,7.6
"exp",596,374,"bashful","timid",80,60,NA,NA
"exp",596,374,"before","beginning",20,80,NA,NA
"exp",596,374,"before","previous",40,100,1.3,NA
"exp",596,374,"before","prior",100,100,NA,NA
"exp",596,374,"beginning","commence",40,80,NA,NA
"exp",596,374,"beginning","start",100,80,15.8,0
"exp",596,374,"body","complex",40,20,NA,NA
"exp",596,374,"body","human",60,100,2,3
"exp",596,374,"break","crash",20,80,2.8,0
"exp",596,374,"break","time",80,20,NA,NA
"exp",596,374,"car","automobile",20,60,NA,NA
"exp",596,374,"car","van",60,80,NA,NA
"exp",596,374,"car","vehicle",80,60,NA,NA
"exp",596,374,"casual","back",80,20,NA,NA
"exp",596,374,"casual","comfortable",40,60,5.4,0
"exp",596,374,"casual","indifferent",20,40,NA,NA
"exp",596,374,"casual","informal",60,80,2.7,NA
"exp",596,374,"casual","laid",80,20,NA,NA
"exp",596,374,"challenge","difficult",80,100,2.7,0
"exp",596,374,"challenge","hard",80,100,8.2,0
"exp",596,374,"challenge","task",60,40,4.1,0
"exp",596,374,"chowder","soup",100,100,12.9,1.2
"exp",596,374,"chowder","thick",60,80,NA,NA
"exp",596,374,"cinema","screen",80,40,NA,NA
"exp",596,374,"cinema","theater",100,100,5.3,2
"exp",596,374,"closed","congested",40,20,NA,NA
"exp",596,374,"closed","open",20,20,67.8,0
"exp",596,374,"cloth","clothing",60,60,NA,NA
"exp",596,374,"cloth","colorful",20,20,NA,NA
"exp",596,374,"cloth","fabric",100,100,11.5,38.1
"exp",596,374,"common","ordinary",100,100,4.8,9.7
"exp",596,374,"computer","apple",100,100,1.4,2
"exp",596,374,"computer","desktop",20,40,NA,NA
"exp",596,374,"computer","laptop",60,100,NA,NA
"exp",596,374,"dancer","graceful",60,60,2,7.3
"exp",596,374,"dancer","stage",80,60,3.9,0
"exp",596,374,"dancer","talented",40,100,NA,NA
"exp",596,374,"difficult","challenging",40,100,NA,NA
"exp",596,374,"difficult","easy",100,20,28.3,2.1
"exp",596,374,"melody","music",80,100,24.3,2
"exp",596,374,"melody","tune",100,100,15,0
"exp",596,374,"organize","clean",60,100,9,0
"exp",596,374,"organize","systematic",20,20,NA,NA
"exp",596,374,"pupil","novice",20,20,NA,NA
"exp",596,374,"pupil","small",40,20,NA,NA
"exp",596,374,"pupil","student",60,80,68.3,5.1
"matched",696,374,"assist","helpful",20,80,NA,NA
"matched",696,374,"assist","support",40,80,NA,NA
"matched",696,374,"bashful","dwarf",40,80,NA,NA
"matched",696,374,"bashful","shy",100,100,73,7.6
"matched",696,374,"bashful","timid",80,80,NA,NA
"matched",696,374,"before","beginning",20,60,NA,NA
"matched",696,374,"before","previous",40,80,1.3,NA
"matched",696,374,"before","prior",100,60,NA,NA
"matched",696,374,"beginning","commence",40,60,NA,NA
"matched",696,374,"beginning","start",100,80,15.8,0
"matched",696,374,"body","complex",40,20,NA,NA
"matched",696,374,"body","human",60,100,2,3
"matched",696,374,"break","crash",20,40,2.8,0
"matched",696,374,"break","time",80,100,NA,NA
"matched",696,374,"car","automobile",20,100,NA,NA
"matched",696,374,"car","van",60,40,NA,NA
"matched",696,374,"car","vehicle",80,100,NA,NA
"matched",696,374,"casual","back",80,20,NA,NA
"matched",696,374,"casual","comfortable",40,60,5.4,0
"matched",696,374,"casual","indifferent",20,20,NA,NA
"matched",696,374,"casual","informal",60,80,2.7,NA
"matched",696,374,"casual","laid",80,20,NA,NA
"matched",696,374,"challenge","difficult",80,100,2.7,0
"matched",696,374,"challenge","hard",80,80,8.2,0
"matched",696,374,"challenge","task",60,40,4.1,0
"matched",696,374,"chowder","soup",100,40,12.9,1.2
"matched",696,374,"chowder","thick",60,100,NA,NA
"matched",696,374,"cinema","screen",80,40,NA,NA
"matched",696,374,"cinema","theater",100,60,5.3,2
"matched",696,374,"closed","congested",40,60,NA,NA
"matched",696,374,"closed","open",20,100,67.8,0
"matched",696,374,"cloth","clothing",60,60,NA,NA
"matched",696,374,"cloth","colorful",20,80,NA,NA
"matched",696,374,"cloth","fabric",100,80,11.5,38.1
"matched",696,374,"common","ordinary",100,60,4.8,9.7
"matched",696,374,"computer","apple",100,80,1.4,2
"matched",696,374,"computer","desktop",20,80,NA,NA
"matched",696,374,"computer","laptop",60,100,NA,NA
"matched",696,374,"dancer","graceful",60,40,2,7.3
"matched",696,374,"dancer","stage",80,80,3.9,0
"matched",696,374,"dancer","talented",40,40,NA,NA
"matched",696,374,"difficult","challenging",40,100,NA,NA
"matched",696,374,"difficult","easy",100,20,28.3,2.1
"matched",696,374,"melody","music",80,80,24.3,2
"matched",696,374,"melody","tune",100,80,15,0
"matched",696,374,"organize","clean",60,80,9,0
"matched",696,374,"organize","systematic",20,60,NA,NA
"matched",696,374,"pupil","novice",20,40,NA,NA
"matched",696,374,"pupil","small",40,60,NA,NA
"matched",696,374,"pupil","student",60,80,68.3,5.1
"exp",561,339,"assist","back",60,100,NA,NA
"exp",561,339,"assist","having",20,20,NA,NA
"exp",561,339,"assist","somebody",40,100,NA,NA
"exp",561,339,"assist","support",80,100,NA,NA
"exp",561,339,"bashful","pig",60,100,NA,NA
"exp",561,339,"bashful","timid",100,100,NA,NA
"exp",561,339,"before","ahead",80,100,NA,NA
"exp",561,339,"before","early",100,100,NA,NA
"exp",561,339,"before","the",20,20,NA,NA
"exp",561,339,"beginning","finish",20,20,NA,NA
"exp",561,339,"beginning","pioneer",60,60,NA,NA
"exp",561,339,"beginning","start",100,100,15.8,0
"exp",561,339,"body","fat",60,100,4.7,0
"exp",561,339,"body","masculine",80,100,NA,NA
"exp",561,339,"body","muscle",20,100,9.5,4.8
"exp",561,339,"break","destroy",20,40,6.1,3.9
"exp",561,339,"break","hit",40,20,NA,NA
"exp",561,339,"break","smash",60,100,3.9,17.6
"exp",561,339,"car","metal",80,100,NA,NA
"exp",561,339,"car","shiny",100,100,NA,NA
"exp",561,339,"casual","everyday",100,100,NA,NA
"exp",561,339,"casual","informal",40,60,2.7,NA
"exp",561,339,"casual","ordinary",80,100,NA,NA
"exp",561,339,"challenge","duel",80,100,NA,NA
"exp",561,339,"challenge","fight",40,20,3.4,0
"exp",561,339,"challenge","hard",20,20,8.2,0
"exp",561,339,"cinema","drinks",20,60,NA,NA
"exp",561,339,"cinema","movie",40,100,79.3,2.5
"exp",561,339,"cinema","popcorn",100,60,NA,NA
"exp",561,339,"cinema","theater",80,100,5.3,2
"exp",561,339,"closed","end",60,100,NA,NA
"exp",561,339,"closed","not",80,20,NA,NA
"exp",561,339,"closed","shut",20,20,2.6,0
"exp",561,339,"closed","stop",40,100,NA,NA
"exp",561,339,"cloth","dress",20,80,NA,NA
"exp",561,339,"common","equal",60,60,NA,NA
"exp",561,339,"common","usual",40,100,4.1,9.6
"exp",561,339,"computer","breakable",100,100,NA,NA
"exp",561,339,"computer","technology",60,100,3.4,23.4
"exp",561,339,"dancer","feet",20,20,NA,NA
"exp",561,339,"dancer","sexy",100,100,NA,NA
"exp",561,339,"difficult","deal",40,100,NA,NA
"exp",561,339,"difficult","harsh",60,100,NA,NA
"exp",561,339,"melody","harmony",80,80,9.3,10.3
"exp",561,339,"melody","loud",40,20,NA,NA
"exp",561,339,"melody","music",100,80,24.3,2
"exp",561,339,"melody","tune",60,80,15,0
"exp",561,339,"organize","mess",40,20,3.4,0
"exp",561,339,"organize","order",80,100,2.8,2.9
"exp",561,339,"pupil","see",100,100,NA,NA
"matched",661,339,"assist","back",60,40,NA,NA
"matched",661,339,"assist","having",20,40,NA,NA
"matched",661,339,"assist","somebody",40,100,NA,NA
"matched",661,339,"assist","support",80,100,NA,NA
"matched",661,339,"bashful","pig",60,20,NA,NA
"matched",661,339,"bashful","timid",100,20,NA,NA
"matched",661,339,"before","ahead",80,60,NA,NA
"matched",661,339,"before","early",100,60,NA,NA
"matched",661,339,"before","the",20,100,NA,NA
"matched",661,339,"beginning","finish",20,20,NA,NA
"matched",661,339,"beginning","pioneer",60,20,NA,NA
"matched",661,339,"beginning","start",100,40,15.8,0
"matched",661,339,"body","fat",60,40,4.7,0
"matched",661,339,"body","masculine",80,40,NA,NA
"matched",661,339,"body","muscle",20,20,9.5,4.8
"matched",661,339,"break","destroy",20,40,6.1,3.9
"matched",661,339,"break","hit",40,60,NA,NA
"matched",661,339,"break","smash",60,20,3.9,17.6
"matched",661,339,"car","metal",80,40,NA,NA
"matched",661,339,"car","shiny",100,40,NA,NA
"matched",661,339,"casual","everyday",100,100,NA,NA
"matched",661,339,"casual","informal",40,40,2.7,NA
"matched",661,339,"casual","ordinary",80,20,NA,NA
"matched",661,339,"challenge","duel",80,20,NA,NA
"matched",661,339,"challenge","fight",40,20,3.4,0
"matched",661,339,"challenge","hard",20,100,8.2,0
"matched",661,339,"cinema","drinks",20,20,NA,NA
"matched",661,339,"cinema","movie",40,100,79.3,2.5
"matched",661,339,"cinema","popcorn",100,100,NA,NA
"matched",661,339,"cinema","theater",80,100,5.3,2
"matched",661,339,"closed","end",60,20,NA,NA
"matched",661,339,"closed","not",80,20,NA,NA
"matched",661,339,"closed","shut",20,20,2.6,0
"matched",661,339,"closed","stop",40,20,NA,NA
"matched",661,339,"cloth","dress",20,100,NA,NA
"matched",661,339,"common","equal",60,40,NA,NA
"matched",661,339,"common","usual",40,40,4.1,9.6
"matched",661,339,"computer","breakable",100,20,NA,NA
"matched",661,339,"computer","technology",60,100,3.4,23.4
"matched",661,339,"dancer","feet",20,60,NA,NA
"matched",661,339,"dancer","sexy",100,80,NA,NA
"matched",661,339,"difficult","deal",40,20,NA,NA
"matched",661,339,"difficult","harsh",60,60,NA,NA
"matched",661,339,"melody","harmony",80,20,9.3,10.3
"matched",661,339,"melody","loud",40,20,NA,NA
"matched",661,339,"melody","music",100,100,24.3,2
"matched",661,339,"melody","tune",60,20,15,0
"matched",661,339,"organize","mess",40,60,3.4,0
"matched",661,339,"organize","order",80,60,2.8,2.9
"matched",661,339,"pupil","see",100,20,NA,NA
"exp",583,361,"assist","aid",60,100,6.1,0
"exp",583,361,"assist","help",100,100,84.2,1.6
"exp",583,361,"assist","hockey",40,40,NA,NA
"exp",583,361,"assist","need",20,20,NA,NA
"exp",583,361,"bashful","embarrassed",40,40,NA,NA
"exp",583,361,"bashful","happy",60,60,NA,NA
"exp",583,361,"bashful","sleepy",20,60,NA,NA
"exp",583,361,"before","after",80,100,85.9,57.1
"exp",583,361,"before","cartoons",20,20,NA,NA
"exp",583,361,"before","starting",20,20,NA,NA
"exp",583,361,"before","time",40,40,NA,NA
"exp",583,361,"beginning","end",80,100,74.7,0
"exp",583,361,"beginning","finish",20,20,NA,NA
"exp",583,361,"beginning","middle",60,60,NA,NA
"exp",583,361,"beginning","story",40,20,NA,NA
"exp",583,361,"body","leg",40,80,1.4,2.4
"exp",583,361,"car","truck",60,100,11.1,26.4
"exp",583,361,"car","wheel",80,60,2.2,27.3
"exp",583,361,"casual","snazzy",20,20,NA,NA
"exp",583,361,"challenge","class",60,40,NA,NA
"exp",583,361,"challenge","hard",80,20,8.2,0
"exp",583,361,"chowder","clam",100,100,75.5,4.2
"exp",583,361,"chowder","soup",100,100,12.9,1.2
"exp",583,361,"cinema","movie",100,40,79.3,2.5
"exp",583,361,"cinema","popcorn",80,60,NA,NA
"exp",583,361,"cinema","theater",60,100,5.3,2
"exp",583,361,"closed","door",100,40,7.2,0
"exp",583,361,"closed","open",60,100,67.8,0
"exp",583,361,"closed","shut",20,40,2.6,0
"exp",583,361,"closed","window",80,80,NA,NA
"exp",583,361,"cloth","clothes",60,100,18.2,0
"exp",583,361,"cloth","sewing",40,20,NA,NA
"exp",583,361,"common","average",80,60,2.1,1.3
"exp",583,361,"common","name",60,40,2.7,0
"exp",583,361,"common","place",20,20,2.1,0
"exp",583,361,"computer","mouse",80,80,NA,NA
"exp",583,361,"dancer","grace",20,20,NA,NA
"exp",583,361,"dancer","jazz",40,40,2,0
"exp",583,361,"dancer","music",80,80,5.2,0
"exp",583,361,"difficult","challenging",80,100,NA,NA
"exp",583,361,"difficult","hard",100,100,59.4,0
"exp",583,361,"difficult","school",40,40,NA,NA
"exp",583,361,"melody","music",100,100,24.3,2
"exp",583,361,"organize","desk",60,80,NA,NA
"exp",583,361,"organize","file",80,60,1.4,2.1
"exp",583,361,"organize","folder",40,60,NA,NA
"exp",583,361,"organize","list",100,60,NA,NA
"exp",583,361,"pupil","black",40,20,NA,NA
"exp",583,361,"pupil","eye",100,80,16.7,1.6
"exp",583,361,"pupil","teacher",20,20,8.7,0
"matched",683,361,"assist","aid",60,NA,6.1,0
"matched",683,361,"assist","help",100,80,84.2,1.6
"matched",683,361,"assist","hockey",40,20,NA,NA
"matched",683,361,"assist","need",20,20,NA,NA
"matched",683,361,"bashful","embarrassed",40,40,NA,NA
"matched",683,361,"bashful","happy",60,40,NA,NA
"matched",683,361,"bashful","sleepy",20,20,NA,NA
"matched",683,361,"before","after",80,100,85.9,57.1
