CUE,TARGET, FSG, BSG, QSS, TSS
VACATION,HOLIDAY,0.02,0.259,16,11
VACATION,CAR,0.014,0,16,25
VACATION,ISLAND,0.014,0.021,16,19
VACATION,PAY,0.014,0,16,13
VACATION,TIME,0.014,0,16,14
VACATION,TRAVEL,0.014,0.094,16,25
VACUUM,CLEANER,0.222,0.041,13,27
VACUUM,SUCK,0.222,0,13,21
VACUUM,CLEAN,0.208,0,13,13
VACUUM,DUST,0.042,0.02,13,16
VACUUM,SPACE,0.042,0.01,13,25
VACUUM,CARPET,0.028,0.014,13,17
VACUUM,DIRT,0.028,0,13,18
VACUUM,SWEEP,0.028,0.044,13,9
VACUUM,HOOVER,0.014, NA,13, NA
VACUUM,HOSE,0.014,0,13,13
VACUUM,HOUSEWORK,0.014, NA,13, NA
VACUUM,ROOM,0.014,0,13,22
VACUUM,RUG,0.014,0,13,12
VAGRANT,BUM,0.211,0,13,21
VAGRANT,HOMELESS,0.105,0.02,13,18
VAGRANT,RUDE,0.026,0,13,20
VAGRANT,SMELL,0.026,0,13,13
VAGRANT,BAD,0.02,0,13,9
VAGRANT,LOSER,0.02,0,13,11
VAGRANT,POOR,0.02,0,13,11
VAGRANT,CRIMINAL,0.013,0,13,18
VAGRANT,DELINQUENT,0.013,0,13,18
VAGRANT,DERELICT,0.013, NA,13, NA
VAGRANT,FLOWER,0.013,0,13,21
VAGRANT,MAN,0.013,0,13,9
VAGRANT,NOMAD,0.013,0,13,18
VAGUE,UNCLEAR,0.297,0.048,15,17
VAGUE,AMBIGUOUS,0.047, NA,15, NA
VAGUE,UNSURE,0.041,0,15,23
VAGUE,BROAD,0.034,0,15,16
VAGUE,CLEAR,0.034,0,15,20
VAGUE,BRIEF,0.02,0,15,10
VAGUE,CONFUSE,0.02,0,15,24
VAGUE,IDEA,0.02,0,15,17
VAGUE,UNKNOWN,0.02,0,15,21
VAGUE,ABSTRACT,0.014,0,15,18
VAGUE,EMPTY,0.014,0,15,11
VAGUE,FOGGY,0.014,0,15,22
VAGUE,INCOMPLETE,0.014, NA,15, NA
VAGUE,ME,0.014,0,15,12
VAGUE,SIMPLE,0.014,0,15,7
VAIN,CONCEITED,0.107,0,12,17
VAIN,MIRROR,0.079,0,12,8
VAIN,STUCKUP,0.043,0,12,12
VAIN,SNOB,0.029,0,12,18
VAIN,MAN,0.021,0,12,9
VAIN,PRETTY,0.021,0,12,11
VAIN,USELESS,0.021,0,12,19
VAIN,MAD,0.014,0,12,11
VAIN,PERSON,0.014,0,12,14
VAIN,SELF,0.014,0,12,13
VAIN,SWEAR,0.014,0,12,13
VAIN,UNNECESSARY,0.014, NA,12, NA
VALENTINE,HEART,0.423,0.016,11,16
VALENTINE,LOVE,0.218,0,11,18
VALENTINE,CARD,0.103,0,11,21
VALENTINE,SWEETHEART,0.058,0.086,11,13
VALENTINE,FEBRUARY,0.045, NA,11, NA
VALENTINE,DAY,0.038,0,11,6
VALENTINE,RED,0.026,0,11,14
VALENTINE,GIFT,0.013,0,11,16
VALENTINE,HOLIDAY,0.013,0,11,11
VALENTINE,LOVER,0.013,0,11,16
VALENTINE,SWEET,0.013,0,11,12
VALLEY,MOUNTAIN,0.195,0.02,13,17
VALLEY,HILL,0.161,0.051,13,14
VALLEY,GIRLS,0.081,0,13,10
VALLEY,LOW,0.054,0,13,6
VALLEY,STREAM,0.047,0,13,10
VALLEY,CANYON,0.04,0.06,13,12
VALLEY,DEEP,0.04,0,13,13
VALLEY,RIVER,0.04,0,13,20
VALLEY,GRASS,0.034,0,13,14
VALLEY,GREEN,0.034,0,13,17
VALLEY,FORGE,0.02, NA,13, NA
VALLEY,BIG,0.013,0,13,9
VALLEY,WOODS,0.013,0,13,14
VALOR,BRAVERY,0.158,0.014,15,16
VALOR,HONOR,0.144,0.115,15,25
VALOR,UNCOMMON,0.055,0.047,15,12
VALOR,COURAGE,0.041,0.034,15,18
VALOR,KNIGHT,0.034,0,15,11
VALOR,HERO,0.027,0,15,18
VALOR,GLORY,0.021,0,15,19
VALOR,PRIDE,0.021,0,15,21
VALOR,BEAUTY,0.014,0,15,17
VALOR,COMMON,0.014,0,15,23
VALOR,GOOD,0.014,0,15,8
VALOR,MICE,0.014,0,15,15
VALOR,VELVET,0.014,0,15,13
VALOR,WAR,0.014,0,15,19
VALOR,WIN,0.014,0,15,7
VALUABLE,EXPENSIVE,0.182,0,15,13
VALUABLE,JEWELRY,0.136,0,15,13
VALUABLE,MONEY,0.129,0,15,19
VALUABLE,GOLD,0.061,0,15,16
VALUABLE,DIAMOND,0.053,0,15,17
VALUABLE,PRECIOUS,0.045,0.136,15,23
VALUABLE,WORTH,0.045,0,15,13
VALUABLE,CHEAP,0.038,0,15,13
VALUABLE,PRICELESS,0.038,0.13,15,19
VALUABLE,IMPORTANT,0.03,0.014,15,25
VALUABLE,COST,0.015,0,15,13
VALUABLE,JEWEL,0.015,0,15,20
VALUABLE,POOR,0.015,0,15,11
VALUABLE,PRICE,0.015,0,15,12
VALUABLE,SPECIAL,0.015,0,15,20
VALUE,MONEY,0.302,0,17,19
VALUE,WORTH,0.144,0.171,17,13
VALUE,PRICE,0.082,0.012,17,12
VALUE,MORALS,0.062,0,17,22
VALUE,COST,0.034,0.018,17,13
VALUE,EXPENSIVE,0.027,0,17,13
VALUE,AMOUNT,0.014,0,17,15
VALUE,BARGAIN,0.014,0,17,16
VALUE,BUY,0.014,0,17,13
VALUE,CHEAP,0.014,0,17,13
VALUE,DEAL,0.014,0,17,19
VALUE,DOLLAR,0.014,0,17,9
VALUE,ETHICS,0.014,0,17,19
VALUE,POSSESSION,0.014,0,17,16
VALUE,PRICELESS,0.014,0,17,19
VALUE,SAVE,0.014,0,17,17
VALUE,TRUE,0.014,0,17,14
VALUES,MORALS,0.479,0.184,13,22
VALUES,BELIEFS,0.057, NA,13, NA
VALUES,IDEALS,0.05, NA,13, NA
VALUES,STANDARDS,0.05,0.121,13,18
VALUES,GOALS,0.043, NA,13, NA
VALUES,CHOICES,0.029, NA,13, NA
VALUES,JEWELRY,0.029,0,13,13
VALUES,MONEY,0.029,0,13,19
VALUES,COST,0.021,0,13,13
VALUES,IMPORTANT,0.021,0,13,25
VALUES,ETHICS,0.014,0.02,13,19
VALUES,NORMS,0.014, NA,13, NA
VALUES,PERSONAL,0.014,0,13,12
VALVE,CAR,0.14,0,18,25
VALVE,HEART,0.133,0,18,16
VALVE,ENGINE,0.073,0,18,16
VALVE,PIPE,0.053,0,18,15
VALVE,WATER,0.047,0,18,18
VALVE,FAUCET,0.033,0,18,7
VALVE,OPENING,0.027,0,18,13
VALVE,TUBE,0.027,0,18,25
VALVE,CLOSE,0.02,0,18,9
VALVE,COVER,0.02,0,18,23
VALVE,LEVER,0.02,0,18,15
VALVE,PISTON,0.02,0,18,9
VALVE,TIRE,0.02,0,18,10
VALVE,TURN,0.02,0,18,21
VALVE,HOSE,0.013,0,18,13
VALVE,JOB,0.013,0,18,7
VALVE,MOTOR,0.013,0,18,13
VALVE,PRESSURE,0.013,0,18,21
VAMPIRE,BLOOD,0.333,0.011,11,20
VAMPIRE,BAT,0.211,0.071,11,17
VAMPIRE,TEETH,0.095,0,11,16
VAMPIRE,FANGS,0.082,0.188,11,14
VAMPIRE,DRACULA,0.054,0.163,11,15
VAMPIRE,BITE,0.048,0,11,19
VAMPIRE,DEATH,0.02,0,11,15
VAMPIRE,BLACK,0.014,0,11,10
VAMPIRE,EVIL,0.014,0,11,11
VAMPIRE,GHOST,0.014,0,11,24
VAMPIRE,MONSTER,0.014,0,11,22
VAN,CAR,0.448,0,13,25
VAN,TRUCK,0.214,0.068,13,17
VAN,DRIVE,0.034,0,13,14
VAN,AUTO,0.028,0,13,7
VAN,BUS,0.028,0,13,17
VAN,HIPPIE,0.021, NA,13, NA
VAN,BIG,0.014,0,13,9
VAN,FAMILY,0.014,0,13,25
VAN,TRAVEL,0.014,0,13,25
VAN,UGLY,0.014,0,13,14
VAN,VEHICLE,0.014,0,13,9
VAN,WAGON,0.014,0,13,13
VAN,WHEEL,0.014,0,13,14
VANILLA,CHOCOLATE,0.359,0.115,10,17
VANILLA,ICECREAM,0.359,0.021,10,17
VANILLA,FLAVOR,0.042,0.036,10,9
VANILLA,FUDGE,0.035,0,10,11
VANILLA,BEAN,0.021,0,10,19
VANILLA,CREAM,0.021,0,10,14
VANILLA,EXTRACT,0.021, NA,10, NA
VANILLA,WHITE,0.021,0,10,8
VANILLA,STRAWBERRY,0.014,0,10,21
VANILLA,YOGURT,0.014,0.043,10,17
VANISH,DISAPPEAR,0.699,0.276,7,11
VANISH,GONE,0.141,0,7,20
VANISH,TOILET,0.038,0,7,15
VANISH,APPEAR,0.026,0.017,7,15
VANISH,CLEANER,0.013,0,7,27
VANISH,CLEAR,0.013,0,7,20
VANISH,GO,0.013,0,7,14
VANITY,MIRROR,0.193,0.028,18,8
VANITY,CONCEIT,0.05,0,18,25
VANITY,VAIN,0.05,0,18,12
VANITY,BEAUTY,0.036,0,18,17
VANITY,PRIDE,0.036,0,18,21
VANITY,DRESSER,0.029,0,18,14
VANITY,LOOKS,0.029,0,18,19
VANITY,SINGER,0.029,0,18,20
VANITY,ARROGANCE,0.021, NA,18, NA
VANITY,BATHROOM,0.021,0,18,14
VANITY,AFFAIR,0.014,0,18,19
VANITY,GROUP,0.014,0,18,23
VANITY,MEAN,0.014,0,18,18
VANITY,PRETTY,0.014,0,18,11
VANITY,SISTER,0.014,0,18,16
VANITY,SNOB,0.014,0,18,18
VANITY,SNOT,0.014,0,18,13
VANITY,TOP,0.014,0,18,11
VAPOR,STEAM,0.128,0.048,17,18
VAPOR,WATER,0.128,0,17,18
VAPOR,GAS,0.087,0,17,10
VAPOR,MIST,0.067,0,17,11
VAPOR,SMELL,0.054,0,17,13
VAPOR,VICK'S,0.054, NA,17, NA
VAPOR,AIR,0.04,0,17,17
VAPOR,BREATHE,0.04,0,17,16
VAPOR,ODOR,0.04,0,17,6
VAPOR,RUB,0.027,0,17,23
VAPOR,EVAPORATE,0.02, NA,17, NA
VAPOR,FUMES,0.02,0,17,16
VAPOR,CHEMISTRY,0.013,0,17,16
VAPOR,DISAPPEAR,0.013,0,17,11
VAPOR,HOT,0.013,0,17,8
VAPOR,NOSE,0.013,0,17,15
VAPOR,PRESSURE,0.013,0,17,21
VARIETY,MANY,0.135,0,17,8
VARIETY,MIX,0.101,0,17,14
VARIETY,DIFFERENT,0.095,0,17,12
VARIETY,CHOICE,0.081,0.01,17,14
VARIETY,PACK,0.047,0,17,23
VARIETY,COLOR,0.041,0,17,12
VARIETY,LOTS,0.041,0,17,16
VARIETY,SELECTION,0.041,0.027,17,12
VARIETY,SHOW,0.041,0,17,24
VARIETY,SPICE,0.041,0,17,17
VARIETY,MAGAZINE,0.027,0,17,13
VARIETY,BUNCH,0.02,0,17,15
VARIETY,CHANGE,0.02,0,17,15
VARIETY,ASSORTMENT,0.014, NA,17, NA
VARIETY,DIVERSE,0.014, NA,17, NA
VARIETY,TYPES,0.014, NA,17, NA
VARIETY,VARIOUS,0.014, NA,17, NA
VARY,CHANGE,0.222,0,11,15
VARY,DIFFERENT,0.211,0,11,12
VARY,DIFFER,0.144,0.014,11,18
VARY,MANY,0.078,0,11,8
VARY,VARIETY,0.022,0,11,17
VARY,DIFFERENCE,0.017,0,11,25
VARY,SAME,0.017,0,11,8
VARY,DIFFERENTIATE,0.011, NA,11, NA
VARY,DIVERSE,0.011, NA,11, NA
VARY,SPICE,0.011,0,11,17
VARY,WAVER,0.011, NA,11, NA
VASE,FLOWER,0.603,0.012,14,21
VASE,GLASS,0.068,0,14,21
VASE,EXPENSIVE,0.027,0,14,13
VASE,JAR,0.027,0,14,13
VASE,ROSE,0.027,0,14,10
VASE,MING,0.021, NA,14, NA
VASE,PLANT,0.021,0,14,14
VASE,WATER,0.021,0,14,18
VASE,ART,0.014,0,14,17
VASE,BOWL,0.014,0,14,22
VASE,BREAK,0.014,0.011,14,26
VASE,BROKEN,0.014,0,14,22
VASE,CERAMIC,0.014,0.071,14,13
VASE,CHINESE,0.014,0,14,15
VASELINE,JELLY,0.144,0,21,11
VASELINE,GREASY,0.072, NA,21, NA
VASELINE,INTENSIVE,0.072, NA,21, NA
VASELINE,LUBRICANT,0.072, NA,21, NA
VASELINE,LIPS,0.052,0,21,13
VASELINE,SEX,0.052,0,21,15
VASELINE,PETROLEUM,0.039,0.022,21,7
VASELINE,SLIPPERY,0.039,0,21,7
VASELINE,SMOOTH,0.033,0,21,12
VASELINE,STICKY,0.026,0,21,16
VASELINE,BABY,0.02,0,21,19
VASELINE,CHAPPED,0.02, NA,21, NA
VASELINE,CREAM,0.02,0,21,14
VASELINE,GEL,0.02, NA,21, NA
VASELINE,LOTION,0.02, NA,21, NA
VASELINE,OILY,0.02, NA,21, NA
VASELINE,SLICK,0.02,0,21,13
VASELINE,CONDOM,0.013,0,21,8
VASELINE,GAYS,0.013, NA,21, NA
VASELINE,SAND,0.013,0,21,8
VASELINE,SLIMY,0.013,0,21,16
VAST,LARGE,0.207,0,18,6
VAST,MAJORITY,0.086,0,18,13
VAST,WIDE,0.071,0,18,15
VAST,OPEN,0.043,0,18,5
VAST,LOT,0.036,0,18,17
VAST,SPACE,0.036,0,18,25
VAST,EXPANSE,0.029, NA,18, NA
VAST,FAR,0.029,0,18,12
VAST,GREAT,0.029,0,18,18
VAST,HUGE,0.029,0,18,7
VAST,MANY,0.029,0,18,8
VAST,BIG,0.021,0,18,9
VAST,AMOUNT,0.014,0,18,15
VAST,CANYON,0.014,0,18,12
VAST,ENORMOUS,0.014, NA,18, NA
VAST,EXTENSIVE,0.014, NA,18, NA
VAST,MOUNTAIN,0.014,0,18,17
VAST,UNIVERSE,0.014,0.074,18,10
VAULT,SAFE,0.255,0.021,13,21
VAULT,MONEY,0.206,0,13,19
VAULT,BANK,0.2,0.014,13,6
VAULT,JUMP,0.085,0,13,12
VAULT,POLE,0.048,0.236,13,14
VAULT,LOCK,0.036,0,13,14
VAULT,COFFIN,0.012,0,13,8
VAULT,DEATH,0.012,0,13,15
VAULT,FLY,0.012,0,13,19
VAULT,HORSE,0.012,0,13,16
VAULT,LEAP,0.012,0,13,11
VAULT,STORAGE,0.012,0,13,21
VAULT,VALUABLE,0.012,0,13,15
VEAL,MEAT,0.252,0,13,17
VEAL,PARMESAN,0.151, NA,13, NA
VEAL,COW,0.108,0,13,10
VEAL,CUTLET,0.072, NA,13, NA
VEAL,FOOD,0.065,0,13,18
VEAL,LAMB,0.065,0,13,14
VEAL,CALF,0.05,0.012,13,7
VEAL,STEAK,0.022,0,13,19
VEAL,BABY,0.014,0,13,19
VEAL,BAD,0.014,0,13,9
VEAL,DEATH,0.014,0,13,15
VEAL,EAT,0.014,0,13,11
VEAL,MEAL,0.014,0,13,6
VEER,SWERVE,0.127, NA,18, NA
VEER,TURN,0.12,0,18,21
VEER,MOVE,0.1,0,18,27
VEER,LOOK,0.053,0,18,11
VEER,LEFT,0.047,0,18,1
VEER,STEER,0.047,0.081,18,15
VEER,DEER,0.04,0,18,18
VEER,RIGHT,0.04,0,18,3
VEER,OFF,0.033,0,18,2
VEER,CAR,0.027,0,18,25
VEER,BEER,0.02,0,18,22
VEER,DIRECTION,0.02,0,18,24
VEER,AVOID,0.013,0,18,17
VEER,AWAY,0.013,0,18,17
VEER,DRIVE,0.013,0,18,14
VEER,LEAN,0.013,0,18,22
VEER,LEAVE,0.013,0,18,18
VEER,ROAD,0.013,0,18,24
VEGETABLE,FRUIT,0.22,0,14,17
VEGETABLE,CARROT,0.129,0,14,16
VEGETABLE,GREEN,0.121,0,14,17
VEGETABLE,FOOD,0.068,0,14,18
VEGETABLE,BROCCOLI,0.053,0.204,14,13
VEGETABLE,TOMATO,0.053,0,14,17
VEGETABLE,MINERAL,0.03,0.014,14,12
VEGETABLE,UNHEALTHY,0.03, NA,14, NA
VEGETABLE,CORN,0.023,0.029,14,14
VEGETABLE,SOUP,0.023,0,14,25
VEGETABLE,SQUASH,0.023,0.266,14,20
VEGETABLE,EAT,0.015,0,14,11
VEGETABLE,PEAS,0.015,0.068,14,13
VEGETABLE,SALAD,0.015,0,14,15
VEGETABLES,FRUIT,0.208,0.082,21,17
VEGETABLES,CARROT,0.117,0.152,21,16
VEGETABLES,GREEN,0.096,0.021,21,17
VEGETABLES,FOOD,0.061,0,21,18
VEGETABLES,GOOD,0.046,0,21,8
VEGETABLES,SALAD,0.041,0.031,21,15
VEGETABLES,BROCCOLI,0.036,0,21,13
VEGETABLES,HEALTHY,0.036,0,21,19
VEGETABLES,CORN,0.03,0,21,14
VEGETABLES,PEAS,0.025,0,21,13
VEGETABLES,SOUP,0.025,0.061,21,25
VEGETABLES,TOMATO,0.025,0.231,21,17
VEGETABLES,MEAT,0.02,0.074,21,17
VEGETABLES,YUCK,0.02,0,21,15
VEGETABLES,BEAN,0.015,0.041,21,19
VEGETABLES,GREENS,0.015, NA,21, NA
VEGETABLES,DINNER,0.01,0,21,5
VEGETABLES,SALT,0.01,0,21,7
VEGETABLES,STEAM,0.01,0,21,18
VEGETABLES,VEGETARIAN,0.01, NA,21, NA
VEGETABLES,VITAMIN,0.01,0,21,14
VEHICLE,CAR,0.74,0,9,25
VEHICLE,AUTO,0.033,0.014,9,7
VEHICLE,TRANSPORTATION,0.027,0.02,9,9
VEHICLE,BICYCLE,0.02,0.014,9,15
VEHICLE,PORSCHE,0.02, NA,9, NA
VEHICLE,SPEED,0.02,0,9,15
VEHICLE,BMW,0.013, NA,9, NA
VEHICLE,MOTORCYCLE,0.013,0.014,9,20
VEHICLE,TRUCK,0.013,0.014,9,17
VEIN,BLOOD,0.384,0.045,10,20
VEIN,ARTERY,0.326,0.417,10,8
VEIN,ARM,0.036,0,10,6
VEIN,HEART,0.029,0,10,16
VEIN,LEG,0.029,0,10,10
VEIN,BLUE,0.022,0,10,14
VEIN,VESSEL,0.022,0.014,10,11
VEIN,BODY,0.014,0,10,31
VEIN,DRUGS,0.014,0,10,28
VEIN,NERVE,0.014,0,10,24
VELOCITY,SPEED,0.559,0.02,12,15
VELOCITY,PHYSICS,0.066,0,12,11
VELOCITY,FAST,0.033,0,12,7
VELOCITY,SCIENCE,0.026,0,12,18
VELOCITY,CAR,0.013,0,12,25
VELOCITY,CHEMISTRY,0.013,0,12,16
VELOCITY,DENSITY,0.013, NA,12, NA
VELOCITY,HEIGHT,0.013,0,12,6
VELOCITY,HIGH,0.013,0,12,11
VELOCITY,MATH,0.013,0,12,19
VELOCITY,SPACE,0.013,0,12,25
VELOCITY,WIND,0.013,0,12,19
VELVET,SOFT,0.371,0,13,19
VELVET,SMOOTH,0.098,0,13,12
VELVET,BLUE,0.049,0.014,13,14
VELVET,PURPLE,0.049,0.021,13,13
VELVET,RED,0.049,0,13,14
VELVET,BLACK,0.042,0,13,10
VELVET,SATIN,0.028,0,13,9
VELVET,SILK,0.021,0,13,18
VELVET,SUEDE,0.021,0.014,13,14
VELVET,VELOUR,0.021, NA,13, NA
VELVET,CHEESE,0.014,0,13,17
VELVET,DRESS,0.014,0,13,15
VELVET,ELEGANT,0.014,0,13,22
VENOM,POISON,0.509,0,2,18
VENOM,SNAKE,0.446,0.012,2,21
VENT,AIR,0.541,0,8,17
VENT,AIRCONDITIONING,0.115, NA,8, NA
VENT,RELEASE,0.047,0,8,18
VENT,ANGER,0.041,0,8,14
VENT,BREATHE,0.014,0,8,16
VENT,CAR,0.014,0,8,25
VENT,FEELINGS,0.014,0,8,15
VENT,WINDOW,0.014,0,8,14
VENUS,PLANET,0.377,0.012,15,9
VENUS,MARS,0.285,0.098,15,13
VENUS,GODDESS,0.053,0.054,15,19
VENUS,SPACE,0.026,0,15,25
VENUS,FLYTRAP,0.02, NA,15, NA
VENUS,MOON,0.02,0,15,10
VENUS,APHRODITE,0.013, NA,15, NA
VENUS,BEAUTY,0.013,0,15,17
VENUS,DEMILO,0.013, NA,15, NA
VENUS,GOD,0.013,0,15,23
VENUS,LOVE,0.013,0,15,18
VENUS,MONS,0.013, NA,15, NA
VENUS,NEPTUNE,0.013,0.052,15,15
VENUS,STARS,0.013,0,15,18
VENUS,URANUS,0.013,0.041,15,12
VERB,NOUN,0.642,0.69,10,7
VERB,ACTION,0.101,0.029,10,20
VERB,ENGLISH,0.047,0,10,16
VERB,ADJECTIVE,0.027,0.181,10,11
VERB,ADVERB,0.027,0.158,10,12
VERB,RUN,0.027,0,10,10
VERB,SUBJECT,0.027,0,10,15
VERB,WORD,0.027,0,10,20
VERB,PRONOUN,0.014,0.104,10,13
VERB,SENTENCE,0.014,0,10,18
VERDICT,DECISION,0.176,0,17,21
VERDICT,GUILTY,0.176,0.014,17,18
VERDICT,JUDGE,0.115,0.014,17,17
VERDICT,COURT,0.081,0,17,17
VERDICT,JUDGMENT,0.061,0.02,17,16
VERDICT,JURY,0.061,0.021,17,11
VERDICT,SENTENCE,0.041,0,17,18
VERDICT,ANSWER,0.034,0,17,9
VERDICT,LAW,0.027,0,17,14
VERDICT,CONCLUSION,0.02,0,17,8
VERDICT,PLEA,0.02, NA,17, NA
VERDICT,END,0.014,0,17,8
VERDICT,FINAL,0.014,0,17,8
VERDICT,OUTCOME,0.014,0,17,13
VERDICT,RESULT,0.014,0,17,17
VERDICT,TRIAL,0.014,0,17,14
VERDICT,TRUTH,0.014,0,17,17
VERSE,SONG,0.231,0,16,16
VERSE,POEM,0.163,0.033,16,28
VERSE,BIBLE,0.116,0,16,8
VERSE,LINE,0.048,0,16,18
VERSE,POETRY,0.048,0,16,21
VERSE,RHYME,0.048,0,16,17
VERSE,LYRIC,0.027, NA,16, NA
VERSE,PHRASE,0.027,0,16,11
VERSE,SING,0.027,0,16,17
VERSE,WORDS,0.02,0,16,19
VERSE,CHORUS,0.014,0.016,16,10
VERSE,MUSIC,0.014,0,16,25
VERSE,PROSE,0.014,0.02,16,15
VERSE,RECITE,0.014, NA,16, NA
VERSE,REFRAIN,0.014,0.014,16,14
VERSE,VISE,0.014, NA,16, NA
VESSEL,SHIP,0.347,0,11,9
VESSEL,BOAT,0.167,0,11,16
VESSEL,BLOOD,0.09,0.011,11,20
VESSEL,SUBMARINE,0.042,0.02,11,13
VESSEL,VASE,0.028,0,11,14
VESSEL,TANK,0.021,0,11,14
VESSEL,BARGE,0.014, NA,11, NA
VESSEL,CONTAINER,0.014,0,11,20
VESSEL,CRAFT,0.014,0,11,19
VESSEL,VEHICLE,0.014,0,11,9
VESSEL,VEIN,0.014,0.022,11,10
VEST,JACKET,0.3,0,9,15
VEST,SUIT,0.157,0,9,21
VEST,SHIRT,0.143,0,9,17
VEST,CLOTHES,0.079,0,9,26
VEST,COAT,0.071,0,9,17
VEST,BULLET,0.021,0,9,13
VEST,SWEATER,0.021,0.02,9,14
VEST,TIE,0.021,0,9,17
VEST,PANTS,0.014,0,9,22
VET,DOG,0.295,0,8,5
VET,ANIMAL,0.274,0,8,28
VET,DOCTOR,0.116,0,8,19
VET,PET,0.11,0,8,11
VET,VIETNAM,0.048, NA,8, NA
VET,CAT,0.041,0,8,3
VET,VETERAN,0.014,0,8,8
VET,WAR,0.014,0,8,19
VETERAN,WAR,0.446,0,8,19
VETERAN,ARMY,0.108,0,8,12
VETERAN,OLD,0.095,0,8,9
VETERAN,EXPERIENCE,0.041,0,8,19
VETERAN,SOLDIER,0.041,0,8,13
VETERAN,ANIMALS,0.034,0,8,22
VETERAN,MILITARY,0.027,0,8,19
VETERAN,HERO,0.014,0,8,18
VICE,SQUAD,0.122,0,13,10
VICE,GRIP,0.115,0.014,13,16
VICE,PRESIDENT,0.101,0,13,19
VICE,COPS,0.095, NA,13, NA
VICE,HABIT,0.088,0,13,17
VICE,POLICE,0.088,0,13,19
VICE,MIAMI,0.068, NA,13, NA
VICE,VERSA,0.041, NA,13, NA
VICE,BAD,0.027,0,13,9
VICE,SMOKING,0.02,0,13,17
VICE,TOOLS,0.02,0,13,17
VICE,EVIL,0.014,0,13,11
VICE,SECOND,0.014,0,13,10
VICTIM,RAPE,0.182,0.055,20,26
VICTIM,CRIME,0.091,0,20,24
VICTIM,MURDER,0.083,0,20,10
VICTIM,DEATH,0.053,0,20,15
VICTIM,INNOCENT,0.053,0.029,20,16
VICTIM,PAIN,0.038,0,20,13
VICTIM,ABUSE,0.03,0,20,15
VICTIM,KILLER,0.03,0,20,19
VICTIM,MURDERER,0.03,0,20,19
VICTIM,HURT,0.023,0,20,12
VICTIM,ACCUSE,0.015,0.038,20,20
VICTIM,BAD,0.015,0,20,9
VICTIM,BLOOD,0.015,0,20,20
VICTIM,CRIMINAL,0.015,0,20,18
VICTIM,HELPLESS,0.015, NA,20, NA
VICTIM,HOMICIDE,0.015, NA,20, NA
VICTIM,JAIL,0.015,0,20,15
VICTIM,SAD,0.015,0,20,7
VICTIM,SOCIETY,0.015,0,20,18
VICTIM,SURVIVOR,0.015, NA,20, NA
VICTOR,WINNER,0.503,0,12,10
VICTOR,WIN,0.115,0,12,7
VICTOR,LOSER,0.068,0,12,11
VICTOR,NAME,0.068,0,12,20
VICTOR,VICTORIA,0.034, NA,12, NA
VICTOR,MAN,0.027,0,12,9
VICTOR,CHAMPION,0.02,0.028,12,14
VICTOR,GUY,0.014,0,12,8
VICTOR,LOSE,0.014,0,12,11
VICTOR,SUCCESS,0.014,0,12,13
VICTOR,VICTORY,0.014,0,12,12
VICTOR,WAR,0.014,0,12,19
VICTORY,WIN,0.377,0.02,12,7
VICTORY,DEFEAT,0.192,0.039,12,9
VICTORY,WINNER,0.041,0.014,12,10
VICTORY,CHAMPION,0.034,0,12,14
VICTORY,LOSE,0.027,0,12,11
VICTORY,SOCCER,0.021,0,12,8
VICTORY,WAR,0.021,0,12,19
VICTORY,BATTLE,0.014,0.014,12,15
VICTORY,CONQUEST,0.014,0.055,12,23
VICTORY,FOOTBALL,0.014,0,12,23
VICTORY,GREAT,0.014,0,12,18
VICTORY,TRIUMPH,0.014,0.19,12,11
VIDEO,MOVIE,0.258,0.01,16,21
VIDEO,CAMERA,0.126,0,16,8
VIDEO,TAPE,0.079,0,16,18
VIDEO,TELEVISION,0.079,0.021,16,19
VIDEO,GAME,0.06,0,16,13
VIDEO,VCR,0.06, NA,16, NA
VIDEO,RECORDER,0.053, NA,16, NA
VIDEO,MUSIC,0.033,0,16,25
VIDEO,PLAYER,0.033,0,16,20
VIDEO,SHOW,0.02,0,16,24
VIDEO,CASSETTE,0.013, NA,16, NA
VIDEO,FILM,0.013,0.014,16,12
VIDEO,MONITOR,0.013, NA,16, NA
VIDEO,RENT,0.013,0,16,15
VIDEO,STORE,0.013,0,16,17
VIDEO,WATCH,0.013,0,16,14
VIEW,LOOK,0.137,0,18,11
VIEW,SEE,0.11,0.044,18,14
VIEW,SIGHT,0.096,0,18,8
VIEW,OPINION,0.055,0.046,18,23
VIEW,SCENE,0.055,0.071,18,14
VIEW,WINDOW,0.048,0.026,18,14
VIEW,TELEVISION,0.041,0,18,19
VIEW,POINT,0.034,0.012,18,24
VIEW,BEAUTIFUL,0.027,0,18,8
VIEW,MOUNTAIN,0.027,0,18,17
VIEW,ROOM,0.027,0,18,22
VIEW,LANDSCAPE,0.021,0,18,20
VIEW,REAR,0.021,0,18,9
VIEW,BLIND,0.014,0,18,19
VIEW,EYE,0.014,0,18,13
VIEW,LOOKOUT,0.014, NA,18, NA
VIEW,NICE,0.014,0,18,14
VIEW,OUTLOOK,0.014, NA,18, NA
VIKING,SHIP,0.204,0,20,9
VIKING,MINNESOTA,0.086, NA,20, NA
VIKING,BOAT,0.039,0,20,16
VIKING,FOOTBALL,0.039,0,20,23
VIKING,HORNS,0.033, NA,20, NA
VIKING,PIRATE,0.033,0,20,20
VIKING,HAGAAR,0.026, NA,20, NA
