CUE,TARGET, FSG, BSG, QSS, TSS
UNEVEN,SLANT,0.013, NA,22, NA
UNFAIR,FAIR,0.233,0.076,16,25
UNFAIR,LIFE,0.067,0,16,11
UNFAIR,UNJUST,0.067,0.24,16,14
UNFAIR,JUSTICE,0.053,0,16,15
UNFAIR,MEAN,0.053,0,16,18
UNFAIR,WRONG,0.053,0,16,6
UNFAIR,CHEAT,0.04,0.025,16,18
UNFAIR,CRUEL,0.033,0,16,12
UNFAIR,GRADE,0.027,0,16,14
UNFAIR,BAD,0.02,0,16,9
UNFAIR,INJUSTICE,0.02, NA,16, NA
UNFAIR,JUDGE,0.02,0,16,17
UNFAIR,PREJUDICE,0.013,0,16,14
UNFAIR,SAD,0.013,0,16,7
UNFAIR,TREATMENT,0.013,0,16,23
UNFAIR,UNREASONABLE,0.013, NA,16, NA
UNHAPPY,SAD,0.738,0.051,5,7
UNHAPPY,HAPPY,0.097,0,5,8
UNHAPPY,DEPRESSED,0.041,0.027,5,10
UNHAPPY,TEARS,0.021,0,5,10
UNHAPPY,WORRY,0.021,0.042,5,24
UNICORN,HORSE,0.392,0,16,16
UNICORN,HORN,0.115,0.027,16,15
UNICORN,FANTASY,0.108,0,16,8
UNICORN,MYTH,0.054,0,16,19
UNICORN,MYSTICAL,0.034, NA,16, NA
UNICORN,BEAUTIFUL,0.027,0,16,8
UNICORN,MAGIC,0.027,0,16,23
UNICORN,ANIMAL,0.02,0,16,28
UNICORN,FAIRYTALE,0.02, NA,16, NA
UNICORN,IMAGINARY,0.02, NA,16, NA
UNICORN,LEGEND,0.02,0.013,16,19
UNICORN,WHITE,0.02,0,16,8
UNICORN,FICTION,0.014,0,16,16
UNICORN,PRETTY,0.014,0,16,11
UNICORN,SINGLE,0.014,0,16,11
UNICORN,UNIQUE,0.014,0,16,15
UNIFORM,NURSE,0.119,0,20,10
UNIFORM,CLOTHES,0.063,0,20,26
UNIFORM,SOLDIER,0.063,0,20,13
UNIFORM,OUTFIT,0.056,0,20,12
UNIFORM,POLICE,0.056,0.024,20,19
UNIFORM,ARMY,0.048,0,20,12
UNIFORM,WORK,0.048,0,20,19
UNIFORM,MILITARY,0.032,0.05,20,19
UNIFORM,SAME,0.032,0,20,8
UNIFORM,WHITE,0.032,0,20,8
UNIFORM,DRESS,0.024,0,20,15
UNIFORM,ALIKE,0.016,0,20,7
UNIFORM,ATTIRE,0.016,0,20,6
UNIFORM,BUSINESS,0.016,0,20,21
UNIFORM,CLOTH,0.016,0,20,21
UNIFORM,COAT,0.016,0,20,17
UNIFORM,MAID,0.016,0.017,20,20
UNIFORM,SERVICE,0.016,0,20,13
UNIFORM,SUIT,0.016,0,20,21
UNIFORM,WEAR,0.016,0,20,16
UNION,TOGETHER,0.129,0,26,19
UNION,GROUP,0.088,0,26,23
UNION,WORKER,0.054,0.014,26,23
UNION,CONFEDERACY,0.048, NA,26, NA
UNION,JOIN,0.048,0,26,20
UNION,LABOR,0.027,0.048,26,10
UNION,PEOPLE,0.027,0,26,18
UNION,BANK,0.02,0,26,6
UNION,CREDIT,0.02,0.079,26,9
UNION,MEMBER,0.02,0,26,18
UNION,PACIFIC,0.02, NA,26, NA
UNION,STATE,0.02,0.028,26,15
UNION,STRIKE,0.02,0.015,26,15
UNION,UNITE,0.02,0,26,13
UNION,BAY,0.014,0,26,15
UNION,BLUE,0.014,0,26,14
UNION,EMPLOYEE,0.014,0,26,9
UNION,FAMILY,0.014,0,26,25
UNION,JOB,0.014,0,26,7
UNION,MARRIAGE,0.014,0.032,26,19
UNION,NORTH,0.014,0,26,9
UNION,SCHOOL,0.014,0,26,22
UNION,SOVIET,0.014, NA,26, NA
UNION,TEACHER,0.014,0,26,12
UNION,TROUBLE,0.014,0,26,18
UNION,WORK,0.014,0,26,19
UNIQUE,DIFFERENT,0.182,0.095,15,12
UNIQUE,ONE,0.149,0,15,6
UNIQUE,ORIGINAL,0.081,0.093,15,18
UNIQUE,SPECIAL,0.081,0.079,15,20
UNIQUE,INDIVIDUAL,0.068,0.03,15,11
UNIQUE,COMMON,0.041,0,15,23
UNIQUE,ME,0.041,0.013,15,12
UNIQUE,ODD,0.034,0,15,7
UNIQUE,UNUSUAL,0.034,0.021,15,11
UNIQUE,RARE,0.02,0.077,15,27
UNIQUE,ALONE,0.014,0,15,19
UNIQUE,ONLY,0.014, NA,15, NA
UNIQUE,PERSON,0.014,0,15,14
UNIQUE,TALENT,0.014,0,15,16
UNIQUE,WEIRD,0.014,0.021,15,15
UNIT,ONE,0.15,0,22,6
UNIT,METER,0.041,0,22,16
UNIT,PART,0.041,0,22,17
UNIT,PIECE,0.041,0,22,13
UNIT,CLOTHES,0.034,0,22,26
UNIT,MATH,0.034,0,22,19
UNIT,MEASUREMENT,0.034,0,22,23
UNIT,CHAPTER,0.027,0,22,8
UNIT,CIRCLE,0.027,0,22,5
UNIT,SECTION,0.027,0.021,22,13
UNIT,WHOLE,0.027,0,22,16
UNIT,GROUP,0.02,0,22,23
UNIT,SINGLE,0.02,0,22,11
UNIT,STORE,0.02,0,22,17
UNIT,DIGIT,0.014,0,22,11
UNIT,HOSPITAL,0.014,0,22,17
UNIT,KITCHEN,0.014,0,22,22
UNIT,NUMBER,0.014,0,22,17
UNIT,PRICE,0.014,0,22,12
UNIT,SPACE,0.014,0,22,25
UNIT,SQUARE,0.014,0,22,13
UNIT,WALL,0.014,0,22,23
UNITE,TOGETHER,0.486,0,13,19
UNITE,JOIN,0.111,0.039,13,20
UNITE,DIVIDE,0.039,0,13,15
UNITE,ONE,0.033,0,13,6
UNITE,MARRY,0.028,0.017,13,21
UNITE,TIE,0.028,0,13,17
UNITE,MARRIAGE,0.022,0.016,13,19
UNITE,BREAK,0.017,0,13,26
UNITE,LOVE,0.017,0,13,18
UNITE,BROTHERHOOD,0.011, NA,13, NA
UNITE,COMBINE,0.011,0.02,13,13
UNITE,LIBERTY,0.011,0,13,8
UNITE,STATES,0.011, NA,13, NA
UNITED,STATES,0.5, NA,9, NA
UNITED,TOGETHER,0.125,0,9,19
UNITED,NATIONS,0.086, NA,9, NA
UNITED,KINGDOM,0.053,0.014,9,21
UNITED,AIRLINES,0.033, NA,9, NA
UNITED,WAY,0.02,0,9,14
UNITED,CHURCH,0.013,0,9,15
UNITED,COLORS,0.013, NA,9, NA
UNITED,JOINED,0.013, NA,9, NA
UNIVERSE,WORLD,0.385,0.152,10,12
UNIVERSE,PLANET,0.176,0.018,10,9
UNIVERSE,STAR,0.095,0,10,16
UNIVERSE,SPACE,0.088,0.061,10,25
UNIVERSE,VAST,0.074,0.014,10,18
UNIVERSE,ETERNITY,0.034,0,10,10
UNIVERSE,COSMOS,0.02, NA,10, NA
UNIVERSE,SKY,0.02,0,10,12
UNIVERSE,EVERYTHING,0.014,0,10,8
UNIVERSE,MILKYWAY,0.014, NA,10, NA
UNIVERSITY,SCHOOL,0.338,0,14,22
UNIVERSITY,COLLEGE,0.257,0.105,14,15
UNIVERSITY,LEARN,0.047,0,14,19
UNIVERSITY,CENTER,0.041,0.041,14,11
UNIVERSITY,USF,0.041, NA,14, NA
UNIVERSITY,EDUCATION,0.034,0.014,14,13
UNIVERSITY,CLASS,0.027,0,14,23
UNIVERSITY,STUDY,0.027,0,14,20
UNIVERSITY,DEGREE,0.014,0,14,17
UNIVERSITY,FLORIDA,0.014,0,14,16
UNIVERSITY,FUN,0.014,0,14,15
UNIVERSITY,LARGE,0.014,0,14,6
UNIVERSITY,LIFE,0.014,0,14,11
UNIVERSITY,WORK,0.014,0,14,19
UNJUST,UNFAIR,0.24,0.067,14,16
UNJUST,WRONG,0.178,0,14,6
UNJUST,JUST,0.075,0.117,14,19
UNJUST,FAIR,0.055,0,14,25
UNJUST,BAD,0.021,0,14,9
UNJUST,CRUEL,0.021,0,14,12
UNJUST,JUSTICE,0.021,0,14,15
UNJUST,LAW,0.021,0,14,14
UNJUST,CAUSE,0.014,0,14,19
UNJUST,CORRUPT,0.014,0,14,14
UNJUST,COURT,0.014,0,14,17
UNJUST,GOVERNMENT,0.014,0,14,19
UNJUST,JAIL,0.014,0,14,15
UNJUST,RULE,0.014,0,14,21
UNKNOWN,KNOWN,0.174,0.438,21,15
UNKNOWN,MYSTERY,0.083,0.058,21,19
UNKNOWN,QUESTION,0.076,0,21,6
UNKNOWN,ANONYMOUS,0.038, NA,21, NA
UNKNOWN,LOST,0.038,0,21,6
UNKNOWN,MYSTERIOUS,0.03, NA,21, NA
UNKNOWN,FEAR,0.023,0,21,17
UNKNOWN,SCARY,0.023,0,21,13
UNKNOWN,SOLDIER,0.023,0,21,13
UNKNOWN,STRANGE,0.023,0,21,12
UNKNOWN,DARK,0.015,0,21,8
UNKNOWN,DIFFERENT,0.015,0,21,12
UNKNOWN,FAMOUS,0.015,0.036,21,14
UNKNOWN,FOREIGN,0.015,0.015,21,20
UNKNOWN,INFAMOUS,0.015, NA,21, NA
UNKNOWN,NOT,0.015,0,21,21
UNKNOWN,SECRET,0.015,0.014,21,24
UNKNOWN,SPACE,0.015,0,21,25
UNKNOWN,UNIDENTIFIED,0.015, NA,21, NA
UNKNOWN,UNPOPULAR,0.015, NA,21, NA
UNKNOWN,WEIRD,0.015,0,21,15
UNLAWFUL,ILLEGAL,0.168,0.045,14,9
UNLAWFUL,ENTRY,0.107,0,14,13
UNLAWFUL,WRONG,0.101,0,14,6
UNLAWFUL,CRIMINAL,0.087,0,14,18
UNLAWFUL,CRIME,0.074,0,14,24
UNLAWFUL,LAWFUL,0.054,0.095,14,20
UNLAWFUL,JAIL,0.04,0,14,15
UNLAWFUL,BAD,0.034,0,14,9
UNLAWFUL,ACT,0.02,0,14,16
UNLAWFUL,LAW,0.013,0,14,14
UNLAWFUL,OUTLAW,0.013,0,14,20
UNLAWFUL,POLICE,0.013,0,14,19
UNLAWFUL,PRISON,0.013,0,14,17
UNLAWFUL,THIEF,0.013,0,14,11
UNLOAD,LOAD,0.193,0.088,21,16
UNLOAD,TRUCK,0.067,0,21,17
UNLOAD,EMPTY,0.053,0,21,11
UNLOAD,TAKE,0.047,0,21,11
UNLOAD,UNPACK,0.047, NA,21, NA
UNLOAD,DUMP,0.033,0,21,9
UNLOAD,PACK,0.033,0,21,23
UNLOAD,RELOAD,0.033, NA,21, NA
UNLOAD,REMOVE,0.033,0,21,16
UNLOAD,CAR,0.027,0,21,25
UNLOAD,RELEASE,0.027,0,21,18
UNLOAD,WORK,0.027,0,21,19
UNLOAD,CARRY,0.02,0,21,19
UNLOAD,MOVE,0.02,0,21,27
UNLOAD,BOXES,0.013, NA,21, NA
UNLOAD,FURNITURE,0.013,0,21,12
UNLOAD,GIVE,0.013,0,21,13
UNLOAD,HEAVY,0.013,0,21,16
UNLOAD,OFFLOAD,0.013, NA,21, NA
UNLOAD,RELIEVE,0.013, NA,21, NA
UNLOAD,RID,0.013, NA,21, NA
UNNATURAL,FAKE,0.224,0,19,19
UNNATURAL,NATURAL,0.158,0.054,19,25
UNNATURAL,STRANGE,0.053,0,19,12
UNNATURAL,WEIRD,0.046,0,19,15
UNNATURAL,ABNORMAL,0.033,0,19,13
UNNATURAL,ACTS,0.02, NA,19, NA
UNNATURAL,ALIENS,0.02, NA,19, NA
UNNATURAL,ARTIFICIAL,0.02, NA,19, NA
UNNATURAL,AWKWARD,0.02,0,19,16
UNNATURAL,ODD,0.02,0,19,7
UNNATURAL,UNREAL,0.02, NA,19, NA
UNNATURAL,DIFFERENT,0.013,0,19,12
UNNATURAL,IMMORTAL,0.013, NA,19, NA
UNNATURAL,IRREGULAR,0.013,0,19,15
UNNATURAL,MAKEUP,0.013,0,19,21
UNNATURAL,SELECTION,0.013,0,19,12
UNNATURAL,SYNTHETIC,0.013, NA,19, NA
UNNATURAL,UNHEALTHY,0.013, NA,19, NA
UNNATURAL,UNUSUAL,0.013,0,19,11
UNPLEASANT,BAD,0.162,0,21,9
UNPLEASANT,PLEASANT,0.078,0.053,21,19
UNPLEASANT,MEAN,0.071,0,21,18
UNPLEASANT,ODOR,0.065,0,21,6
UNPLEASANT,GROSS,0.045,0,21,16
UNPLEASANT,UNHAPPY,0.045,0,21,5
UNPLEASANT,SMELL,0.032,0,21,13
UNPLEASANT,DISLIKE,0.026,0,21,6
UNPLEASANT,NASTY,0.026,0,21,12
UNPLEASANT,NICE,0.026,0,21,14
UNPLEASANT,PAIN,0.019,0,21,13
UNPLEASANT,SAD,0.019,0,21,7
UNPLEASANT,UNCOMFORTABLE,0.019,0,21,19
UNPLEASANT,AWFUL,0.013,0,21,11
UNPLEASANT,DIRTY,0.013,0,21,15
UNPLEASANT,DISTURBING,0.013, NA,21, NA
UNPLEASANT,FOUL,0.013,0,21,19
UNPLEASANT,HURT,0.013,0,21,12
UNPLEASANT,RUDE,0.013,0,21,20
UNPLEASANT,SCHOOL,0.013,0,21,22
UNPLEASANT,TASTE,0.013,0,21,15
UNSEEN,HIDDEN,0.138,0.048,12,28
UNSEEN,INVISIBLE,0.138, NA,12, NA
UNSEEN,SEEN,0.117, NA,12, NA
UNSEEN,BLIND,0.083,0,12,19
UNSEEN,UNKNOWN,0.076,0,12,21
UNSEEN,UNHEARD,0.069, NA,12, NA
UNSEEN,GHOST,0.021,0,12,24
UNSEEN,COVERED,0.014,0.014,12,25
UNSEEN,DARK,0.014,0,12,8
UNSEEN,FORESEEN,0.014, NA,12, NA
UNSEEN,HIDE,0.014,0.014,12,9
UNSEEN,UNCLEAR,0.014,0,12,17
UNSOLVED,MYSTERY,0.625,0.029,9,19
UNSOLVED,PROBLEM,0.072,0,9,13
UNSOLVED,SOLVED,0.072, NA,9, NA
UNSOLVED,UNKNOWN,0.033,0,9,21
UNSOLVED,OPEN,0.02,0,9,5
UNSOLVED,PUZZLE,0.02,0,9,13
UNSOLVED,ANSWER,0.013,0,9,9
UNSOLVED,FINISH,0.013,0,9,8
UNSOLVED,QUESTIONS,0.013, NA,9, NA
UNSURE,SURE,0.195,0.03,23,13
UNSURE,DOUBT,0.078,0.103,23,18
UNSURE,UNCERTAIN,0.058, NA,23, NA
UNSURE,UNDECIDED,0.045,0.116,23,19
UNSURE,CONFUSED,0.039, NA,23, NA
UNSURE,INSECURE,0.039,0.06,23,19
UNSURE,MAYBE,0.032,0.013,23,23
UNSURE,NERVOUS,0.026,0,23,19
UNSURE,QUESTIONABLE,0.026, NA,23, NA
UNSURE,UNKNOWN,0.026,0,23,21
UNSURE,DEODORANT,0.019,0,23,17
UNSURE,POSITIVE,0.019,0,23,9
UNSURE,SCARED,0.019,0,23,12
UNSURE,UNSTABLE,0.019, NA,23, NA
UNSURE,CERTAIN,0.013,0.033,23,10
UNSURE,CONFIDENT,0.013,0,23,20
UNSURE,DON'TKNOW,0.013, NA,23, NA
UNSURE,DUMB,0.013,0,23,4
UNSURE,HESITANT,0.013, NA,23, NA
UNSURE,INDECISIVE,0.013, NA,23, NA
UNSURE,UNEASY,0.013,0.02,23,19
UNSURE,UNSAFE,0.013, NA,23, NA
UNSURE,WRONG,0.013,0,23,6
UNTRUE,FALSE,0.503,0,4,4
UNTRUE,LIE,0.309,0.015,4,18
UNTRUE,TRUE,0.06,0.021,4,14
UNTRUE,LIAR,0.034,0.021,4,18
UNTRUTHFUL,LIE,0.379,0.02,10,18
UNTRUTHFUL,LIAR,0.32,0,10,18
UNTRUTHFUL,DISHONEST,0.059,0.027,10,15
UNTRUTHFUL,TRUTH,0.046,0,10,17
UNTRUTHFUL,FAKE,0.02,0.021,10,19
UNTRUTHFUL,FALSE,0.02,0,10,4
UNTRUTHFUL,UNFAITHFUL,0.02, NA,10, NA
UNTRUTHFUL,BAD,0.013,0,10,9
UNTRUTHFUL,HONEST,0.013,0,10,18
UNTRUTHFUL,JERK,0.013,0,10,22
UNUSED,NEW,0.449,0.034,13,10
UNUSED,USED,0.122,0,13,12
UNUSED,LEFT,0.027,0,13,1
UNUSED,OLD,0.027,0,13,9
UNUSED,UNTOUCHED,0.027, NA,13, NA
UNUSED,UNWANTED,0.027, NA,13, NA
UNUSED,WASTED,0.027,0.027,13,21
UNUSED,CLEAN,0.02,0,13,13
UNUSED,PORTION,0.02,0,13,18
UNUSED,UNOPENED,0.02, NA,13, NA
UNUSED,USELESS,0.02,0,13,19
UNUSED,DUSTY,0.014, NA,13, NA
UNUSED,NOW,0.014,0,13,9
UNUSUAL,STRANGE,0.296,0.034,11,12
UNUSUAL,WEIRD,0.141,0.021,11,15
UNUSUAL,USUAL,0.127,0.171,11,14
UNUSUAL,DIFFERENT,0.106,0.014,11,12
UNUSUAL,ODD,0.056,0.014,11,7
UNUSUAL,NORMAL,0.049,0.028,11,15
UNUSUAL,ABNORMAL,0.028,0.014,11,13
UNUSUAL,UNIQUE,0.021,0.034,11,15
UNUSUAL,IRREGULAR,0.014,0.02,11,15
UNUSUAL,RARE,0.014,0.035,11,27
UNUSUAL,SAME,0.014,0,11,8
UP,DOWN,0.845,0.581,5,10
UP,HIGH,0.041,0.034,5,11
UP,ELEVATOR,0.027,0.291,5,14
UP,SKY,0.02,0.011,5,12
UP,STAIR,0.014,0.109,5,12
UPDATE,NEWS,0.311,0.014,18,20
UPDATE,INFORM,0.074,0,18,14
UPDATE,CURRENT,0.041,0.04,18,21
UPDATE,RENEW,0.041, NA,18, NA
UPDATE,INFORMATION,0.027,0,18,22
UPDATE,RECENT,0.027,0,18,18
UPDATE,REPORT,0.027,0.01,18,23
UPDATE,REVISE,0.027, NA,18, NA
UPDATE,COMPUTER,0.02,0,18,33
UPDATE,REVIEW,0.02,0,18,16
UPDATE,ALERT,0.014,0,18,13
UPDATE,CALENDAR,0.014,0,18,8
UPDATE,FIX,0.014,0,18,9
UPDATE,KNOW,0.014,0,18,24
UPDATE,LATE,0.014,0,18,11
UPDATE,REFRESH,0.014, NA,18, NA
UPDATE,SUMMARY,0.014,0,18,22
UPDATE,TODAY,0.014,0,18,11
UPSET,SAD,0.203,0,12,7
UPSET,CRY,0.149,0.014,12,14
UPSET,ANGRY,0.142,0.047,12,9
UPSET,MAD,0.142,0.021,12,11
UPSET,HAPPY,0.041,0,12,8
UPSET,HURT,0.034,0,12,12
UPSET,UNHAPPY,0.027,0,12,5
UPSET,DEPRESSED,0.02,0.034,12,10
UPSET,STOMACH,0.02,0.014,12,17
UPSET,CALM,0.014,0,12,14
UPSET,EMOTION,0.014,0,12,11
UPSET,NERVOUS,0.014,0,12,19
UPSTAIRS,DOWNSTAIRS,0.653,0.591,11,13
UPSTAIRS,BEDROOM,0.04,0,11,14
UPSTAIRS,ROOM,0.04,0,11,22
UPSTAIRS,WALK,0.027,0,11,12
UPSTAIRS,ABOVE,0.02,0,11,9
UPSTAIRS,CLIMB,0.02,0,11,15
UPSTAIRS,FLOOR,0.02,0,11,12
UPSTAIRS,HOUSE,0.02,0,11,13
UPSTAIRS,2NDFLOOR,0.013, NA,11, NA
UPSTAIRS,STAIRCASE,0.013, NA,11, NA
UPSTAIRS,STAIRS,0.013,0,11,18
UPSTREAM,DOWNSTREAM,0.243,0.212,15,13
UPSTREAM,RIVER,0.162,0,15,20
UPSTREAM,SALMON,0.122,0.016,15,6
UPSTREAM,FISH,0.101,0,15,24
UPSTREAM,SWIM,0.034,0,15,19
UPSTREAM,WATER,0.034,0,15,18
UPSTREAM,DOWN,0.027,0,15,10
UPSTREAM,PADDLE,0.027,0,15,14
UPSTREAM,CURRENT,0.02,0,15,21
UPSTREAM,HARD,0.02,0,15,10
UPSTREAM,TROUT,0.02,0,15,2
UPSTREAM,BOAT,0.014,0,15,16
UPSTREAM,FIGHT,0.014,0,15,24
UPSTREAM,HIGH,0.014,0,15,11
UPSTREAM,UPRIVER,0.014, NA,15, NA
UPTIGHT,TENSE,0.124,0.054,25,17
UPTIGHT,STRESS,0.092,0,25,23
UPTIGHT,NERVOUS,0.078,0,25,19
UPTIGHT,ANAL,0.065, NA,25, NA
UPTIGHT,LOOSE,0.059,0,25,7
UPTIGHT,STIFF,0.039,0.014,25,18
UPTIGHT,UNEASY,0.033,0.02,25,19
UPTIGHT,UPSET,0.033,0,25,12
UPTIGHT,MAD,0.026,0,25,11
UPTIGHT,SNOB,0.026,0,25,18
UPTIGHT,ANGRY,0.02,0,25,9
UPTIGHT,ANXIOUS,0.02,0,25,19
UPTIGHT,EDGY,0.02, NA,25, NA
UPTIGHT,FRIGID,0.02,0,25,8
UPTIGHT,RELAXED,0.02,0,25,19
UPTIGHT,STINGY,0.02,0,25,18
UPTIGHT,STUFFY,0.02, NA,25, NA
UPTIGHT,WORRIED,0.02, NA,25, NA
UPTIGHT,EASY,0.013,0,25,8
UPTIGHT,MOODY,0.013, NA,25, NA
UPTIGHT,RIGID,0.013,0,25,11
UPTIGHT,SAD,0.013,0,25,7
UPTIGHT,SNOTTY,0.013,0,25,18
UPTIGHT,TIGHT,0.013,0,25,13
UPTIGHT,WOUND,0.013,0,25,12
URANUS,PLANET,0.575,0,12,9
URANUS,PLUTO,0.041,0.026,12,16
URANUS,VENUS,0.041,0.013,12,15
URANUS,NEPTUNE,0.034,0.02,12,15
URANUS,MARS,0.027,0,12,13
URANUS,SPACE,0.027,0,12,25
URANUS,JUPITER,0.021,0.02,12,11
URANUS,SATURN,0.021,0.052,12,11
URANUS,ANUS,0.014, NA,12, NA
URANUS,BUTT,0.014,0,12,14
URANUS,JOKE,0.014,0,12,8
URANUS,STAR,0.014,0,12,16
URGE,PUSH,0.142,0,21,10
URGE,ENCOURAGE,0.081, NA,21, NA
URGE,DESIRE,0.047,0,21,9
URGE,IMPULSE,0.047,0.034,21,18
URGE,NEED,0.047,0,21,8
URGE,PERSUADE,0.047,0,21,17
URGE,SUGGEST,0.047,0,21,23
URGE,FORCE,0.041,0,21,17
URGE,WANT,0.034,0,21,9
URGE,BEG,0.02,0,21,18
URGE,CRAVING,0.02, NA,21, NA
URGE,COAX,0.014, NA,21, NA
URGE,CONVINCE,0.014,0.019,21,19
URGE,DO,0.014,0,21,20
URGE,HURRY,0.014,0,21,9
URGE,NOW,0.014,0,21,9
URGE,PLEASE,0.014,0,21,19
URGE,PRESSURE,0.014,0,21,21
URGE,PURGE,0.014, NA,21, NA
URGE,TELL,0.014,0,21,19
URGE,TEMPTATION,0.014, NA,21, NA
URGENT,IMPORTANT,0.174,0.097,10,25
URGENT,HURRY,0.123,0,10,9
URGENT,QUICK,0.116,0,10,10
URGENT,HOW,0.109,0,10,13
URGENT,IMMEDIATE,0.087,0,10,11
URGENT,EMERGENCY,0.08,0.027,10,23
URGENT,FAST,0.08,0,10,7
URGENT,NECESSARY,0.065,0,10,12
URGENT,NEED,0.034,0,10,8
URGENT,MESSAGE,0.028,0,10,16
USA,AMERICA,0.223,0.185,11,13
USA,FREEDOM,0.201,0.148,11,24
USA,COUNTRY,0.194,0.182,11,19
USA,PRIDE,0.079,0,11,21
USA,HOME,0.043,0,11,15
USA,USSR,0.036, NA,11, NA
USA,FLAG,0.029,0,11,12
USA,BEST,0.014,0,11,10
USA,POWERFUL,0.014,0,11,10
USA,RUSSIA,0.014,0,11,17
USA,TODAY,0.014,0,11,11
USE,ABUSE,0.192,0.015,22,15
USE,BORROW,0.055,0.05,22,12
USE,UTILIZE,0.041, NA,22, NA
USE,APPLY,0.034, NA,22, NA
USE,DISUSE,0.027, NA,22, NA
USE,MISUSE,0.027, NA,22, NA
USE,OLD,0.021,0,22,9
USE,TAKE,0.021,0,22,11
USE,DISCARD,0.014, NA,22, NA
USE,DO,0.014,0,22,20
USE,FUNCTION,0.014,0.056,22,20
USE,HELP,0.014,0,22,23
USE,HIRE,0.014, NA,22, NA
USE,MANIPULATE,0.014, NA,22, NA
USE,ME,0.014,0,22,12
USE,NEED,0.014,0,22,8
USE,OCCUPY,0.014, NA,22, NA
USE,THINGS,0.014,0,22,12
USE,THROW,0.014,0,22,14
USE,USER,0.014, NA,22, NA
USE,WEAR,0.014,0.014,22,16
USE,WORK,0.014,0,22,19
USED,OLD,0.358,0,12,9
USED,CAR,0.155,0,12,25
USED,NEW,0.115,0.013,12,10
USED,ABUSED,0.068, NA,12, NA
USED,WORN,0.061,0.081,12,13
USED,BOOK,0.027,0,12,15
USED,PREOWNED,0.02, NA,12, NA
USED,CLOTHES,0.014,0,12,26
USED,DONE,0.014,0,12,9
USED,GIRL,0.014,0,12,8
USED,JEANS,0.014,0,12,13
USED,UNWANTED,0.014, NA,12, NA
USELESS,WORTHLESS,0.111,0.088,19,26
USELESS,USEFUL,0.092, NA,19, NA
USELESS,HOPELESS,0.059,0.02,19,18
USELESS,OLD,0.033,0,19,9
USELESS,GARBAGE,0.026,0,19,14
USELESS,HELPFUL,0.026,0,19,22
USELESS,LAZY,0.026,0,19,19
USELESS,NOTHING,0.026,0,19,15
USELESS,WASTE,0.026,0,19,19
USELESS,FUTILE,0.02, NA,19, NA
USELESS,NOGOOD,0.02, NA,19, NA
USELESS,BAD,0.013,0,19,9
USELESS,BORING,0.013,0,19,16
USELESS,JUNK,0.013,0,19,19
USELESS,NEEDLESS,0.013, NA,19, NA
USELESS,STUPID,0.013,0,19,6
USELESS,THIS,0.013, NA,19, NA
USELESS,TIRED,0.013,0,19,14
USELESS,UNNECESSARY,0.013, NA,19, NA
USUAL,UNUSUAL,0.171,0.127,14,11
USUAL,NORMAL,0.11,0.042,14,15
USUAL,COMMON,0.096,0.041,14,23
USUAL,ORDINARY,0.089,0,14,15
USUAL,SAME,0.089,0,14,8
USUAL,ALWAYS,0.055,0,14,6
USUAL,ROUTINE,0.034,0.01,14,27
USUAL,BORING,0.027,0,14,16
USUAL,REGULAR,0.027,0.069,14,14
USUAL,CASUAL,0.021,0.014,14,20
USUAL,OFTEN,0.014,0.035,14,18
USUAL,STRANGE,0.014,0,14,12
USUAL,THING,0.014,0,14,20
USUAL,WAIT,0.014,0,14,19
USURP,TAKE,0.05,0,4,11
USURP,OVERTHROW,0.033, NA,4, NA
USURP,USE,0.017,0,4,22
USURP,STEAL,0.011,0,4,17
UTENSIL,FORK,0.328,0.016,11,8
UTENSIL,TOOL,0.134,0,11,12
UTENSIL,SPOON,0.118,0.016,11,12
UTENSIL,KITCHEN,0.084,0.025,11,22
UTENSIL,COOKING,0.067,0.062,11,21
UTENSIL,KNIFE,0.059,0,11,13
UTENSIL,SPATULA,0.042,0.089,11,16
UTENSIL,INSTRUMENT,0.025,0,11,14
UTENSIL,PAN,0.025,0,11,13
UTENSIL,PEN,0.025,0,11,4
UTENSIL,SILVERWARE,0.017,0.02,11,22
VACANCY,EMPTY,0.278,0,13,11
VACANCY,OPEN,0.135,0,13,5
VACANCY,OPENING,0.119,0,13,13
VACANCY,ROOM,0.103,0,13,22
VACANCY,AVAILABLE,0.048, NA,13, NA
VACANCY,HOTEL,0.04,0,13,16
VACANCY,MOTEL,0.04,0.011,13,13
VACANCY,SPACE,0.032,0,13,25
VACANCY,APARTMENT,0.016,0,13,18
VACANCY,FULL,0.016,0,13,11
VACANCY,HOLE,0.016,0,13,24
VACANCY,NO,0.016,0,13,9
VACANCY,OCCUPANCY,0.016, NA,13, NA
VACATE,LEAVE,0.633,0,8,18
VACATE,EMPTY,0.094,0,8,11
VACATE,MOVE,0.05,0.011,8,27
VACATE,PREMISES,0.028,0,8,19
VACATE,EVACUATE,0.011,0,8,13
VACATE,EVICT,0.011,0,8,20
VACATE,HOUSE,0.011,0,8,13
VACATE,TAKE,0.011,0,8,11
VACATION,TRIP,0.419,0.297,16,10
VACATION,SUMMER,0.074,0,16,10
VACATION,BREAK,0.054,0,16,26
VACATION,FUN,0.047,0,16,15
VACATION,FAMILY,0.041,0,16,25
VACATION,REST,0.041,0,16,13
VACATION,RELAX,0.034,0,16,20
VACATION,BEACH,0.027,0,16,16
VACATION,CHRISTMAS,0.027,0.021,16,13
VACATION,HAWAII,0.027,0.087,16,18
