"date","time","subject","trialcode","trialnum","latency","response","partno"
91112,"11:53","9814654","confidence",90,1458,"9","9111211:539814654"
91112,"11:53","9814654","real76",91,4901,"8","9111211:539814654"
91112,"11:53","9814654","real45",92,5632,"8","9111211:539814654"
91112,"11:53","9814654","real29",93,4054,"10","9111211:539814654"
91112,"11:53","9814654","real83",94,3762,"8","9111211:539814654"
91112,"11:53","9814654","confidence",95,1042,"9","9111211:539814654"
91112,"11:53","9814654","real51",96,6166,"6","9111211:539814654"
91112,"11:53","9814654","real74",97,5534,"10","9111211:539814654"
91112,"11:53","9814654","real1",98,4311,"8","9111211:539814654"
91112,"11:53","9814654","real63",99,2065,"9","9111211:539814654"
91112,"11:53","9814654","confidence",100,1556,"9","9111211:539814654"
91112,"11:53","9814654","real41",101,5492,"10","9111211:539814654"
91112,"11:53","9814654","real57",102,2727,"8","9111211:539814654"
91112,"11:53","9814654","real70",103,1272,"9","9111211:539814654"
91112,"11:53","9814654","real10",104,4267,"2","9111211:539814654"
91112,"11:53","9814654","confidence",105,1782,"8","9111211:539814654"
91112,"11:53","9814654","real28",106,6021,"9","9111211:539814654"
91112,"11:53","9814654","real27",107,7803,"7","9111211:539814654"
91112,"11:53","9814654","real84",108,2738,"9","9111211:539814654"
91112,"11:53","9814654","real87",109,3195,"10","9111211:539814654"
91112,"11:53","9814654","confidence",110,3153,"10","9111211:539814654"
91112,"11:53","9814654","real2",111,8897,"7","9111211:539814654"
91112,"11:53","9814654","real3",112,4229,"7","9111211:539814654"
91112,"11:53","9814654","real21",113,3842,"10","9111211:539814654"
91112,"11:53","9814654","real23",114,3647,"10","9111211:539814654"
91112,"11:53","9814654","confidence",115,2571,"10","9111211:539814654"
91112,"11:53","9814654","real96",116,7211,"5","9111211:539814654"
91112,"11:53","9814654","real46",117,3330,"10","9111211:539814654"
91112,"11:53","9814654","real47",118,2954,"8","9111211:539814654"
91112,"11:53","9814654","real85",119,4570,"9","9111211:539814654"
91112,"11:53","9814654","confidence",120,730,"9","9111211:539814654"
91112,"11:53","9814654","followup1",1,32328,"3","9111211:539814654"
91112,"11:53","9814654","followup2",2,15043,"1","9111211:539814654"
91212,"09:01","8","article",1,10557,"newspaper","9121209:018"
91212,"09:01","8","lost",2,20439,"TV","9121209:018"
91212,"09:01","8","old",3,9618,"man","9121209:018"
91212,"09:01","8","prac2",1,15166,"9","9121209:018"
91212,"09:01","8","prac8",2,11760,"10","9121209:018"
91212,"09:01","8","prac5",3,4915,"7","9121209:018"
91212,"09:01","8","prac6",4,5396,"9","9121209:018"
91212,"09:01","8","prac4",5,5379,"8","9121209:018"
91212,"09:01","8","prac1",6,5162,"6","9121209:018"
91212,"09:01","8","prac7",7,7074,"8","9121209:018"
91212,"09:01","8","prac3",8,5863,"8","9121209:018"
91212,"09:01","8","real33",1,7869,"5","9121209:018"
91212,"09:01","8","real35",2,2250,"5","9121209:018"
91212,"09:01","8","real79",3,2813,"5","9121209:018"
91212,"09:01","8","real18",4,3355,"10","9121209:018"
91212,"09:01","8","confidence",5,5203,"9","9121209:018"
91212,"09:01","8","real24",6,8554,"5","9121209:018"
91212,"09:01","8","real54",7,2252,"10","9121209:018"
91212,"09:01","8","real48",8,3263,"1","9121209:018"
91212,"09:01","8","real6",9,1795,"10","9121209:018"
91212,"09:01","8","confidence",10,4496,"10","9121209:018"
91212,"09:01","8","real7",11,3131,"10","9121209:018"
91212,"09:01","8","real68",12,4451,"5","9121209:018"
91212,"09:01","8","real38",13,3944,"10","9121209:018"
91212,"09:01","8","real58",14,7584,"5","9121209:018"
91212,"09:01","8","confidence",15,4624,"10","9121209:018"
91212,"09:01","8","real86",16,5070,"5","9121209:018"
91212,"09:01","8","real17",17,1850,"10","9121209:018"
91212,"09:01","8","real71",18,3358,"10","9121209:018"
91212,"09:01","8","real66",19,5766,"5","9121209:018"
91212,"09:01","8","confidence",20,3494,"5","9121209:018"
91212,"09:01","8","real19",21,1952,"10","9121209:018"
91212,"09:01","8","real67",22,1904,"10","9121209:018"
91212,"09:01","8","real32",23,3290,"5","9121209:018"
91212,"09:01","8","real43",24,3213,"5","9121209:018"
91212,"09:01","8","confidence",25,3666,"10","9121209:018"
91212,"09:01","8","real93",26,9653,"5","9121209:018"
91212,"09:01","8","real15",27,5668,"1","9121209:018"
91212,"09:01","8","real16",28,4664,"5","9121209:018"
91212,"09:01","8","real61",29,1892,"10","9121209:018"
91212,"09:01","8","confidence",30,2630,"10","9121209:018"
91212,"09:01","8","real44",31,7866,"5","9121209:018"
91212,"09:01","8","real88",32,6903,"5","9121209:018"
91212,"09:01","8","real69",33,3795,"10","9121209:018"
91212,"09:01","8","real34",34,4177,"5","9121209:018"
91212,"09:01","8","confidence",35,2664,"5","9121209:018"
91212,"09:01","8","real13",36,3259,"5","9121209:018"
91212,"09:01","8","real56",37,2783,"10","9121209:018"
91212,"09:01","8","real80",38,2573,"10","9121209:018"
91212,"09:01","8","real36",39,3412,"10","9121209:018"
91212,"09:01","8","confidence",40,2178,"10","9121209:018"
91212,"09:01","8","real62",41,4032,"10","9121209:018"
91212,"09:01","8","real75",42,5685,"5","9121209:018"
91212,"09:01","8","real39",43,4393,"10","9121209:018"
91212,"09:01","8","real26",44,5591,"10","9121209:018"
91212,"09:01","8","confidence",45,2575,"5","9121209:018"
91212,"09:01","8","real37",46,3302,"10","9121209:018"
91212,"09:01","8","real90",47,4680,"10","9121209:018"
91212,"09:01","8","real72",48,4963,"10","9121209:018"
91212,"09:01","8","real30",49,3003,"10","9121209:018"
91212,"09:01","8","confidence",50,2313,"10","9121209:018"
91212,"09:01","8","real77",51,3179,"10","9121209:018"
91212,"09:01","8","real59",52,4969,"10","9121209:018"
91212,"09:01","8","real73",53,3937,"10","9121209:018"
91212,"09:01","8","real89",54,5986,"5","9121209:018"
91212,"09:01","8","confidence",55,2209,"10","9121209:018"
91212,"09:01","8","real82",56,4351,"10","9121209:018"
91212,"09:01","8","real94",57,2831,"10","9121209:018"
91212,"09:01","8","real64",58,1452,"10","9121209:018"
91212,"09:01","8","real20",59,1152,"10","9121209:018"
91212,"09:01","8","confidence",60,1111,"10","9121209:018"
91212,"09:01","8","real5",61,5160,"10","9121209:018"
91212,"09:01","8","real40",62,2384,"10","9121209:018"
91212,"09:01","8","real22",63,1855,"10","9121209:018"
91212,"09:01","8","real25",64,5195,"10","9121209:018"
91212,"09:01","8","confidence",65,1721,"10","9121209:018"
91212,"09:01","8","real9",66,3034,"10","9121209:018"
91212,"09:01","8","real53",67,3983,"5","9121209:018"
91212,"09:01","8","real60",68,5222,"10","9121209:018"
91212,"09:01","8","real92",69,2636,"10","9121209:018"
91212,"09:01","8","confidence",70,2496,"10","9121209:018"
91212,"09:01","8","real91",71,2490,"10","9121209:018"
91212,"09:01","8","real8",72,3469,"5","9121209:018"
91212,"09:01","8","real4",73,5064,"10","9121209:018"
91212,"09:01","8","real49",74,5020,"10","9121209:018"
91212,"09:01","8","confidence",75,4682,"5","9121209:018"
91212,"09:01","8","real31",76,6157,"5","9121209:018"
91212,"09:01","8","real55",77,2582,"10","9121209:018"
91212,"09:01","8","real14",78,2501,"10","9121209:018"
91212,"09:01","8","real42",79,4143,"5","9121209:018"
91212,"09:01","8","confidence",80,3087,"10","9121209:018"
91212,"09:01","8","real50",81,3330,"10","9121209:018"
91212,"09:01","8","real12",82,2819,"10","9121209:018"
91212,"09:01","8","real11",83,4040,"10","9121209:018"
91212,"09:01","8","real65",84,3117,"5","9121209:018"
91212,"09:01","8","confidence",85,3574,"10","9121209:018"
91212,"09:01","8","real95",86,4974,"10","9121209:018"
91212,"09:01","8","real52",87,2014,"5","9121209:018"
91212,"09:01","8","real78",88,2731,"10","9121209:018"
91212,"09:01","8","real81",89,2523,"10","9121209:018"
91212,"09:01","8","confidence",90,2580,"10","9121209:018"
91212,"09:01","8","real76",91,3571,"10","9121209:018"
91212,"09:01","8","real45",92,7386,"10","9121209:018"
91212,"09:01","8","real29",93,1243,"10","9121209:018"
91212,"09:01","8","real83",94,1558,"10","9121209:018"
91212,"09:01","8","confidence",95,1582,"10","9121209:018"
91212,"09:01","8","real51",96,3421,"5","9121209:018"
91212,"09:01","8","real74",97,4098,"10","9121209:018"
91212,"09:01","8","real1",98,4212,"5","9121209:018"
91212,"09:01","8","real63",99,5378,"10","9121209:018"
91212,"09:01","8","confidence",100,2242,"10","9121209:018"
91212,"09:01","8","real41",101,2686,"10","9121209:018"
91212,"09:01","8","real57",102,4280,"10","9121209:018"
91212,"09:01","8","real70",103,3907,"5","9121209:018"
91212,"09:01","8","real10",104,4078,"5","9121209:018"
91212,"09:01","8","confidence",105,2233,"10","9121209:018"
91212,"09:01","8","real28",106,3061,"5","9121209:018"
91212,"09:01","8","real27",107,5409,"10","9121209:018"
91212,"09:01","8","real84",108,2159,"10","9121209:018"
91212,"09:01","8","real87",109,1270,"10","9121209:018"
91212,"09:01","8","confidence",110,1465,"10","9121209:018"
91212,"09:01","8","real2",111,3516,"5","9121209:018"
91212,"09:01","8","real3",112,2957,"5","9121209:018"
91212,"09:01","8","real21",113,2526,"10","9121209:018"
91212,"09:01","8","real23",114,1975,"10","9121209:018"
91212,"09:01","8","confidence",115,1934,"10","9121209:018"
91212,"09:01","8","real96",116,4774,"5","9121209:018"
91212,"09:01","8","real46",117,1926,"10","9121209:018"
91212,"09:01","8","real47",118,1631,"10","9121209:018"
91212,"09:01","8","real85",119,6483,"5","9121209:018"
91212,"09:01","8","confidence",120,1831,"10","9121209:018"
91212,"09:01","8","followup1",1,36032,"1","9121209:018"
91212,"09:01","8","followup2",2,39559,"2","9121209:018"
91212,"09:32","8","article",1,10521,"history","9121209:328"
91212,"09:32","8","old",2,5014,"new","9121209:328"
91212,"09:32","8","lost",3,4012,"stolen","9121209:328"
91212,"09:32","8","prac3",1,15701,"6","9121209:328"
91212,"09:32","8","prac6",2,10612,"9","9121209:328"
91212,"09:32","8","prac5",3,5060,"2","9121209:328"
91212,"09:32","8","prac2",4,3024,"9","9121209:328"
91212,"09:32","8","prac1",5,6853,"1","9121209:328"
91212,"09:32","8","prac4",6,3762,"9","9121209:328"
91212,"09:32","8","prac7",7,2522,"1","9121209:328"
91212,"09:32","8","prac8",8,3099,"9","9121209:328"
91212,"09:32","8","real33",1,5554,"2","9121209:328"
91212,"09:32","8","real35",2,3019,"3","9121209:328"
91212,"09:32","8","real79",3,4360,"2","9121209:328"
91212,"09:32","8","real18",4,4536,"9","9121209:328"
91212,"09:32","8","confidence",5,4345,"9","9121209:328"
91212,"09:32","8","real24",6,3674,"9","9121209:328"
91212,"09:32","8","real54",7,3821,"4","9121209:328"
91212,"09:32","8","real48",8,3467,"2","9121209:328"
91212,"09:32","8","real6",9,4086,"9","9121209:328"
91212,"09:32","8","confidence",10,3241,"8","9121209:328"
91212,"09:32","8","real7",11,2206,"9","9121209:328"
91212,"09:32","8","real68",12,4476,"3","9121209:328"
91212,"09:32","8","real38",13,1647,"9","9121209:328"
91212,"09:32","8","real58",14,1210,"9","9121209:328"
91212,"09:32","8","confidence",15,3119,"7","9121209:328"
91212,"09:32","8","real86",16,2936,"4","9121209:328"
91212,"09:32","8","real17",17,3089,"3","9121209:328"
91212,"09:32","8","real71",18,2820,"9","9121209:328"
91212,"09:32","8","real66",19,1929,"6","9121209:328"
91212,"09:32","8","confidence",20,2266,"8","9121209:328"
91212,"09:32","8","real19",21,1453,"9","9121209:328"
91212,"09:32","8","real67",22,1104,"9","9121209:328"
91212,"09:32","8","real32",23,5185,"6","9121209:328"
91212,"09:32","8","real43",24,2121,"4","9121209:328"
91212,"09:32","8","confidence",25,4514,"7","9121209:328"
91212,"09:32","8","real93",26,2612,"9","9121209:328"
91212,"09:32","8","real15",27,2857,"9","9121209:328"
91212,"09:32","8","real16",28,2117,"4","9121209:328"
91212,"09:32","8","real61",29,1670,"9","9121209:328"
91212,"09:32","8","confidence",30,1481,"9","9121209:328"
91212,"09:32","8","real44",31,8363,"3","9121209:328"
91212,"09:32","8","real88",32,3068,"2","9121209:328"
91212,"09:32","8","real69",33,2087,"4","9121209:328"
91212,"09:32","8","real34",34,1778,"9","9121209:328"
91212,"09:32","8","confidence",35,1824,"9","9121209:328"
91212,"09:32","8","real13",36,4581,"8","9121209:328"
91212,"09:32","8","real56",37,1588,"9","9121209:328"
91212,"09:32","8","real80",38,2147,"6","9121209:328"
91212,"09:32","8","real36",39,1666,"4","9121209:328"
91212,"09:32","8","confidence",40,3045,"7","9121209:328"
91212,"09:32","8","real62",41,1481,"9","9121209:328"
91212,"09:32","8","real75",42,1563,"9","9121209:328"
91212,"09:32","8","real39",43,7666,"6","9121209:328"
91212,"09:32","8","real26",44,2127,"4","9121209:328"
91212,"09:32","8","confidence",45,2199,"8","9121209:328"
91212,"09:32","8","real37",46,2509,"9","9121209:328"
91212,"09:32","8","real90",47,1799,"9","9121209:328"
91212,"09:32","8","real72",48,1653,"6","9121209:328"
91212,"09:32","8","real30",49,1840,"9","9121209:328"
91212,"09:32","8","confidence",50,1380,"9","9121209:328"
91212,"09:32","8","real77",51,5370,"9","9121209:328"
91212,"09:32","8","real59",52,2283,"7","9121209:328"
91212,"09:32","8","real73",53,1933,"9","9121209:328"
91212,"09:32","8","real89",54,2213,"6","9121209:328"
91212,"09:32","8","confidence",55,1706,"8","9121209:328"
91212,"09:32","8","real82",56,2508,"7","9121209:328"
91212,"09:32","8","real94",57,1302,"9","9121209:328"
91212,"09:32","8","real64",58,1920,"9","9121209:328"
91212,"09:32","8","real20",59,2176,"9","9121209:328"
91212,"09:32","8","confidence",60,639,"9","9121209:328"
91212,"09:32","8","real5",61,1403,"9","9121209:328"
91212,"09:32","8","real40",62,1448,"6","9121209:328"
91212,"09:32","8","real22",63,1988,"5","9121209:328"
91212,"09:32","8","real25",64,1882,"7","9121209:328"
91212,"09:32","8","confidence",65,1036,"8","9121209:328"
91212,"09:32","8","real9",66,2296,"8","9121209:328"
91212,"09:32","8","real53",67,3514,"3","9121209:328"
91212,"09:32","8","real60",68,1716,"4","9121209:328"
91212,"09:32","8","real92",69,1213,"9","9121209:328"
91212,"09:32","8","confidence",70,1481,"9","9121209:328"
91212,"09:32","8","real91",71,1691,"4","9121209:328"
91212,"09:32","8","real8",72,1422,"3","9121209:328"
91212,"09:32","8","real4",73,1410,"9","9121209:328"
91212,"09:32","8","real49",74,3271,"3","9121209:328"
91212,"09:32","8","confidence",75,1707,"8","9121209:328"
91212,"09:32","8","real31",76,7948,"7","9121209:328"
91212,"09:32","8","real55",77,1126,"9","9121209:328"
91212,"09:32","8","real14",78,1351,"9","9121209:328"
91212,"09:32","8","real42",79,4014,"5","9121209:328"
91212,"09:32","8","confidence",80,2716,"7","9121209:328"
91212,"09:32","8","real50",81,2357,"9","9121209:328"
91212,"09:32","8","real12",82,2037,"8","9121209:328"
91212,"09:32","8","real11",83,4241,"5","9121209:328"
91212,"09:32","8","real65",84,2118,"2","9121209:328"
91212,"09:32","8","confidence",85,1895,"8","9121209:328"
91212,"09:32","8","real95",86,2521,"9","9121209:328"
91212,"09:32","8","real52",87,3514,"4","9121209:328"
91212,"09:32","8","real78",88,1548,"9","9121209:328"
91212,"09:32","8","real81",89,1107,"9","9121209:328"
91212,"09:32","8","confidence",90,852,"9","9121209:328"
91212,"09:32","8","real76",91,2848,"2","9121209:328"
91212,"09:32","8","real45",92,1260,"2","9121209:328"
91212,"09:32","8","real29",93,1295,"9","9121209:328"
91212,"09:32","8","real83",94,2033,"4","9121209:328"
91212,"09:32","8","confidence",95,1341,"9","9121209:328"
91212,"09:32","8","real51",96,2141,"5","9121209:328"
91212,"09:32","8","real74",97,1590,"9","9121209:328"
91212,"09:32","8","real1",98,2676,"8","9121209:328"
91212,"09:32","8","real63",99,1967,"5","9121209:328"
91212,"09:32","8","confidence",100,1734,"8","9121209:328"
91212,"09:32","8","real41",101,1118,"9","9121209:328"
91212,"09:32","8","real57",102,1887,"7","9121209:328"
91212,"09:32","8","real70",103,1913,"9","9121209:328"
91212,"09:32","8","real10",104,2978,"2","9121209:328"
91212,"09:32","8","confidence",105,1489,"9","9121209:328"
91212,"09:32","8","real28",106,2091,"6","9121209:328"
91212,"09:32","8","real27",107,1301,"9","9121209:328"
91212,"09:32","8","real84",108,1759,"9","9121209:328"
91212,"09:32","8","real87",109,742,"9","9121209:328"
91212,"09:32","8","confidence",110,406,"9","9121209:328"
91212,"09:32","8","real2",111,9155,"5","9121209:328"
91212,"09:32","8","real3",112,2477,"1","9121209:328"
91212,"09:32","8","real21",113,1840,"9","9121209:328"
91212,"09:32","8","real23",114,7092,"9","9121209:328"
91212,"09:32","8","confidence",115,1240,"9","9121209:328"
91212,"09:32","8","real96",116,5164,"3","9121209:328"
91212,"09:32","8","real46",117,1228,"9","9121209:328"
91212,"09:32","8","real47",118,1712,"9","9121209:328"
91212,"09:32","8","real85",119,1065,"9","9121209:328"
91212,"09:32","8","confidence",120,796,"9","9121209:328"
91212,"09:32","8","followup1",1,20446,"3","9121209:328"
91212,"09:32","8","followup2",2,23312,"1","9121209:328"
91212,"09:51","8","old",1,11918,"Lady","9121209:518"
91212,"09:51","8","lost",2,5995,"DOG","9121209:518"
91212,"09:51","8","article",3,6891,"NEWSPAPER","9121209:518"
91212,"09:51","8","prac1",1,10040,"2","9121209:518"
91212,"09:51","8","prac6",2,6503,"3","9121209:518"
91212,"09:51","8","prac7",3,3986,"1","9121209:518"
91212,"09:51","8","prac2",4,4265,"6","9121209:518"
91212,"09:51","8","prac4",5,4261,"4","9121209:518"
91212,"09:51","8","prac5",6,4305,"1","9121209:518"
91212,"09:51","8","prac3",7,4251,"2","9121209:518"
91212,"09:51","8","prac8",8,5320,"10","9121209:518"
91212,"09:51","8","real33",1,7772,"4","9121209:518"
91212,"09:51","8","real35",2,4821,"8","9121209:518"
91212,"09:51","8","real79",3,3595,"2","9121209:518"
91212,"09:51","8","real18",4,5762,"6","9121209:518"
91212,"09:51","8","confidence",5,6954,"6","9121209:518"
91212,"09:51","8","real24",6,5275,"8","9121209:518"
91212,"09:51","8","real54",7,3799,"6","9121209:518"
91212,"09:51","8","real48",8,5933,"5","9121209:518"
91212,"09:51","8","real6",9,2807,"6","9121209:518"
91212,"09:51","8","confidence",10,3405,"9","9121209:518"
91212,"09:51","8","real7",11,3411,"6","9121209:518"
91212,"09:51","8","real68",12,3288,"4","9121209:518"
91212,"09:51","8","real38",13,5147,"7","9121209:518"
91212,"09:51","8","real58",14,2428,"8","9121209:518"
91212,"09:51","8","confidence",15,2168,"7","9121209:518"
91212,"09:51","8","real86",16,8031,"8","9121209:518"
91212,"09:51","8","real17",17,6901,"7","9121209:518"
91212,"09:51","8","real71",18,3744,"9","9121209:518"
91212,"09:51","8","real66",19,6025,"2","9121209:518"
91212,"09:51","8","confidence",20,2455,"6","9121209:518"
91212,"09:51","8","real19",21,3851,"6","9121209:518"
91212,"09:51","8","real67",22,6759,"6","9121209:518"
91212,"09:51","8","real32",23,3216,"2","9121209:518"
91212,"09:51","8","real43",24,6365,"7","9121209:518"
91212,"09:51","8","confidence",25,1870,"6","9121209:518"
91212,"09:51","8","real93",26,5313,"9","9121209:518"
91212,"09:51","8","real15",27,4403,"2","9121209:518"
91212,"09:51","8","real16",28,5929,"7","9121209:518"
91212,"09:51","8","real61",29,4347,"6","9121209:518"
91212,"09:51","8","confidence",30,5203,"8","9121209:518"
91212,"09:51","8","real44",31,5114,"2","9121209:518"
91212,"09:51","8","real88",32,4580,"8","9121209:518"
91212,"09:51","8","real69",33,3723,"6","9121209:518"
91212,"09:51","8","real34",34,3773,"9","9121209:518"
91212,"09:51","8","confidence",35,2044,"6","9121209:518"
91212,"09:51","8","real13",36,9488,"8","9121209:518"
91212,"09:51","8","real56",37,5981,"4","9121209:518"
91212,"09:51","8","real80",38,5813,"8","9121209:518"
91212,"09:51","8","real36",39,11947,"3","9121209:518"
91212,"09:51","8","confidence",40,2462,"4","9121209:518"
91212,"09:51","8","real62",41,4345,"6","9121209:518"
91212,"09:51","8","real75",42,3545,"8","9121209:518"
91212,"09:51","8","real39",43,4866,"1","9121209:518"
91212,"09:51","8","real26",44,4109,"5","9121209:518"
91212,"09:51","8","confidence",45,2359,"4","9121209:518"
91212,"09:51","8","real37",46,6287,"7","9121209:518"
91212,"09:51","8","real90",47,4667,"2","9121209:518"
91212,"09:51","8","real72",48,9998,"9","9121209:518"
91212,"09:51","8","real30",49,3999,"10","9121209:518"
91212,"09:51","8","confidence",50,2581,"6","9121209:518"
91212,"09:51","8","real77",51,6748,"5","9121209:518"
91212,"09:51","8","real59",52,5085,"4","9121209:518"
91212,"09:51","8","real73",53,2816,"8","9121209:518"
91212,"09:51","8","real89",54,2918,"9","9121209:518"
91212,"09:51","8","confidence",55,1927,"9","9121209:518"
91212,"09:51","8","real82",56,3104,"9","9121209:518"
91212,"09:51","8","real94",57,1554,"9","9121209:518"
91212,"09:51","8","real64",58,2562,"9","9121209:518"
91212,"09:51","8","real20",59,9864,"3","9121209:518"
91212,"09:51","8","confidence",60,2102,"2","9121209:518"
91212,"09:51","8","real5",61,2752,"8","9121209:518"
91212,"09:51","8","real40",62,3519,"8","9121209:518"
91212,"09:51","8","real22",63,5737,"2","9121209:518"
91212,"09:51","8","real25",64,7715,"1","9121209:518"
91212,"09:51","8","confidence",65,1918,"6","9121209:518"
91212,"09:51","8","real9",66,3295,"10","9121209:518"
91212,"09:51","8","real53",67,3361,"1","9121209:518"
91212,"09:51","8","real60",68,5256,"9","9121209:518"
91212,"09:51","8","real92",69,2205,"6","9121209:518"
91212,"09:51","8","confidence",70,1523,"6","9121209:518"
91212,"09:51","8","real91",71,5020,"2","9121209:518"
91212,"09:51","8","real8",72,4626,"6","9121209:518"
91212,"09:51","8","real4",73,5599,"3","9121209:518"
91212,"09:51","8","real49",74,4550,"10","9121209:518"
91212,"09:51","8","confidence",75,2110,"9","9121209:518"
91212,"09:51","8","real31",76,4184,"10","9121209:518"
91212,"09:51","8","real55",77,4727,"9","9121209:518"
91212,"09:51","8","real14",78,5576,"8","9121209:518"
91212,"09:51","8","real42",79,2712,"5","9121209:518"
91212,"09:51","8","confidence",80,5001,"4","9121209:518"
91212,"09:51","8","real50",81,4464,"9","9121209:518"
91212,"09:51","8","real12",82,3427,"10","9121209:518"
91212,"09:51","8","real11",83,4736,"4","9121209:518"
91212,"09:51","8","real65",84,3466,"9","9121209:518"
91212,"09:51","8","confidence",85,1757,"8","9121209:518"
91212,"09:51","8","real95",86,6236,"10","9121209:518"
91212,"09:51","8","real52",87,3050,"1","9121209:518"
91212,"09:51","8","real78",88,3758,"6","9121209:518"
91212,"09:51","8","real81",89,2255,"9","9121209:518"
91212,"09:51","8","confidence",90,1842,"9","9121209:518"
91212,"09:51","8","real76",91,5823,"4","9121209:518"
91212,"09:51","8","real45",92,5757,"4","9121209:518"
91212,"09:51","8","real29",93,4926,"7","9121209:518"
91212,"09:51","8","real83",94,2583,"10","9121209:518"
91212,"09:51","8","confidence",95,2126,"10","9121209:518"
91212,"09:51","8","real51",96,4567,"5","9121209:518"
91212,"09:51","8","real74",97,4598,"8","9121209:518"
91212,"09:51","8","real1",98,2469,"10","9121209:518"
91212,"09:51","8","real63",99,2712,"2","9121209:518"
91212,"09:51","8","confidence",100,2898,"8","9121209:518"
91212,"09:51","8","real41",101,2972,"7","9121209:518"
91212,"09:51","8","real57",102,2835,"9","9121209:518"
91212,"09:51","8","real70",103,4399,"5","9121209:518"
91212,"09:51","8","real10",104,6958,"1","9121209:518"
91212,"09:51","8","confidence",105,2391,"8","9121209:518"
91212,"09:51","8","real28",106,3238,"9","9121209:518"
91212,"09:51","8","real27",107,4490,"5","9121209:518"
91212,"09:51","8","real84",108,2397,"9","9121209:518"
91212,"09:51","8","real87",109,3211,"6","9121209:518"
91212,"09:51","8","confidence",110,2665,"6","9121209:518"
91212,"09:51","8","real2",111,7132,"2","9121209:518"
91212,"09:51","8","real3",112,5086,"6","9121209:518"
91212,"09:51","8","real21",113,2784,"7","9121209:518"
91212,"09:51","8","real23",114,5048,"9","9121209:518"
91212,"09:51","8","confidence",115,2325,"8","9121209:518"
91212,"09:51","8","real96",116,4206,"1","9121209:518"
91212,"09:51","8","real46",117,2708,"6","9121209:518"
91212,"09:51","8","real47",118,2454,"9","9121209:518"
91212,"09:51","8","real85",119,5418,"7","9121209:518"
91212,"09:51","8","confidence",120,1984,"6","9121209:518"
91212,"09:51","8","followup1",1,29756,"3","9121209:518"
91212,"09:51","8","followup2",2,17981,"1","9121209:518"
91212,"11:47","45","article",1,18908,"writing","9121211:4745"
91212,"11:47","45","old",2,6908,"people","9121211:4745"
91212,"11:47","45","lost",3,3735,"Found","9121211:4745"
91212,"11:47","45","prac1",1,14566,"5","9121211:4745"
91212,"11:47","45","prac2",2,6713,"9","9121211:4745"
91212,"11:47","45","prac6",3,3266,"9","9121211:4745"
91212,"11:47","45","prac3",4,2638,"3","9121211:4745"
91212,"11:47","45","prac8",5,1891,"8","9121211:4745"
91212,"11:47","45","prac5",6,4318,"2","9121211:4745"
91212,"11:47","45","prac7",7,3088,"2","9121211:4745"
91212,"11:47","45","prac4",8,2330,"7","9121211:4745"
91212,"11:47","45","real33",1,3489,"6","9121211:4745"
91212,"11:47","45","real35",2,3676,"5","9121211:4745"
91212,"11:47","45","real79",3,3103,"6","9121211:4745"
91212,"11:47","45","real18",4,2553,"7","9121211:4745"
91212,"11:47","45","confidence",5,8577,"6","9121211:4745"
91212,"11:47","45","real24",6,5617,"7","9121211:4745"
91212,"11:47","45","real54",7,2032,"3","9121211:4745"
91212,"11:47","45","real48",8,3548,"6","9121211:4745"
91212,"11:47","45","real6",9,2108,"9","9121211:4745"
91212,"11:47","45","confidence",10,2142,"8","9121211:4745"
91212,"11:47","45","real7",11,2390,"7","9121211:4745"
91212,"11:47","45","real68",12,3925,"5","9121211:4745"
91212,"11:47","45","real38",13,1678,"7","9121211:4745"
91212,"11:47","45","real58",14,2193,"8","9121211:4745"
91212,"11:47","45","confidence",15,1207,"7","9121211:4745"
91212,"11:47","45","real86",16,2764,"4","9121211:4745"
91212,"11:47","45","real17",17,2916,"8","9121211:4745"
91212,"11:47","45","real71",18,1573,"7","9121211:4745"
91212,"11:47","45","real66",19,2228,"6","9121211:4745"
91212,"11:47","45","confidence",20,2320,"6","9121211:4745"
91212,"11:47","45","real19",21,2786,"9","9121211:4745"
91212,"11:47","45","real67",22,1848,"8","9121211:4745"
91212,"11:47","45","real32",23,2587,"5","9121211:4745"
91212,"11:47","45","real43",24,2018,"6","9121211:4745"
91212,"11:47","45","confidence",25,919,"5","9121211:4745"
91212,"11:47","45","real93",26,2560,"3","9121211:4745"
91212,"11:47","45","real15",27,3543,"5","9121211:4745"
91212,"11:47","45","real16",28,2311,"4","9121211:4745"
91212,"11:47","45","real61",29,1928,"9","9121211:4745"
91212,"11:47","45","confidence",30,2993,"9","9121211:4745"
91212,"11:47","45","real44",31,2791,"6","9121211:4745"
91212,"11:47","45","real88",32,3046,"5","9121211:4745"
91212,"11:47","45","real69",33,1514,"8","9121211:4745"
91212,"11:47","45","real34",34,3515,"7","9121211:4745"
91212,"11:47","45","confidence",35,2084,"6","9121211:4745"
91212,"11:47","45","real13",36,4719,"6","9121211:4745"
91212,"11:47","45","real56",37,1785,"8","9121211:4745"
91212,"11:47","45","real80",38,3047,"4","9121211:4745"
91212,"11:47","45","real36",39,2715,"2","9121211:4745"
91212,"11:47","45","confidence",40,2763,"7","9121211:4745"
91212,"11:47","45","real62",41,1731,"7","9121211:4745"
91212,"11:47","45","real75",42,3484,"8","9121211:4745"
91212,"11:47","45","real39",43,1943,"7","9121211:4745"
91212,"11:47","45","real26",44,2135,"4","9121211:4745"
